MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
19009695,"['GLO3122', 'GLO3157', 'GLO3158', 'GLO3198', 'GLO3227', 'GLO3228', 'GLO3229', 'GLO3230', 'GLO4058', 'GLO4059']",10,['GLO3157'],1
19009731,"['CHE1084', 'CHE1085', 'MAT1092', 'PHI1002']",4,['CHE1085'],2
19009745,"['CHE1067 CLCHD', 'CHE2030E CLCHD', 'CHE2061 CLCHD', 'CHE2102 CTĐB', 'CHE3283 CLCHD', 'CHE3286', 'CHE3286 CLCCNH', 'CHE3286 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH']",11,"['CHE2061 CLCHD', 'CHE3286', 'CHE3301 CLCHD']",9
19009746,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS']",6,['BIO2514 CLCCNS'],1
19009764,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",8,"['EVS3240', 'EVS3331']",5
19009817,"['CHE1067', 'CHE1069', 'CHE1090', 'HIS1001', 'MAT1092']",5,['CHE1069'],11
19009818,"['MAT2407', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'POL1001']",6,['MAT3532 CLCMTKHTT'],3
19009851,"['CHE1075', 'CHE3045', 'CHE3253', 'CHE3254', 'MAT2034', 'MAT3373', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",9,['MAT3532 CLCMTKHTT'],3
19009927,"['EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3232', 'EVS3240', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073', 'PHY1100']",9,"['EVS3240', 'EVS3331']",5
19009953,"['E363 TTKHMT', 'E455 TTKHMT', 'E476 TTKHMT', 'K300 TTKHMT', 'MAT1060']",5,['MAT1060'],4
19009997,"['MAT3373', 'MAT3452', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
19010957,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1101']",5,"['CHE1054', 'CHE1054 CLCHD']",9
19011025,"['BIO2203', 'BIO2204', 'CHE3045', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
19011199,"['BIO2203', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19011710,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",4,"['CHE1054', 'CHE1054 CLCHD']",9
19011935,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19012105,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1101', 'PHY1103']",9,"['CHE1054', 'CHE1054 CLCHD']",9
19012342,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19012498,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19012532,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT2308']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19012609,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE3045', 'MAT2303', 'MAT2308']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013005,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1091']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013023,"['BIO2203', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1080']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013317,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE3045']",5,"['CHE1054', 'CHE1054 CLCHD']",9
19013381,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013517,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013602,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",5,"['CHE1054', 'CHE1054 CLCHD']",9
19013775,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19013942,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101', 'PHY1103', 'PHY1104']",10,"['CHE1054', 'CHE1054 CLCHD', 'PHY1104']",16
19014027,"['BIO2204', 'BIO3302', 'HIS1001', 'MAT2301', 'MAT3300', 'PHY1103', 'PHY1104']",7,['PHY1104'],7
19014273,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19014546,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19014547,"['BIO2203', 'BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE3045', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19014820,"['BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT2301', 'MAT2310', 'PHY1103', 'PHY1104']",10,"['CHE1054', 'CHE1054 CLCHD', 'PHY1104']",16
19014828,"['MAT2303', 'MAT2306', 'MAT3344', 'PHI1002', 'PHY1100', 'PHY3606']",6,"['MAT2303', 'PHI1002']",2
19014917,"['CHE1080', 'MAT2306', 'MAT2407', 'MAT3344', 'PHY1100']",5,"['MAT2306', 'MAT2407', 'MAT3344']",3
19015166,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19015643,"['BIO2204', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19016058,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1091', 'MAT2308']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19016181,"['BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1091']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19016276,"['BIO2204', 'BIO2206', 'BIO2208', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19016815,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'PHY2004']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19016825,"['BIO2204', 'BIO2206', 'BIO2208', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
19016853,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19017069,"['BIO2204', 'CHE3045', 'PHI1002', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
19017188,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079']",6,"['CHE1054', 'CHE1054 CLCHD']",9
19017251,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1101', 'MAT2308', 'MAT2310']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19017275,"['BIO2203', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1091', 'MAT1101']",9,"['CHE1054', 'CHE1054 CLCHD']",9
19017574,"['BIO2203', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'PHY1100']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19018252,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT1091']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19018297,"['MAT2306', 'MAT2407', 'MAT3301', 'MAT3344']",4,"['MAT2306', 'MAT3301', 'MAT3344']",3
19018448,"['BIO2203', 'BIO3201', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19019236,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045', 'MAT2308']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19019638,"['BIO2204', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1079', 'CHE3045']",7,"['CHE1054', 'CHE1054 CLCHD']",9
19106080,"['CHE1155', 'CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",5,"['CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",20
19108448,"['CHE1081', 'CHE1155', 'CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",6,"['CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",20
19108659,"['PHI1002', 'PHI1006']",2,['PHI1006'],9
19108714,"['CHE1081', 'CHE1155', 'CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",6,"['CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",20
19109946,"['CHE1155', 'CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",5,"['CHE1191', 'CHE1191 CLCHD', 'CHE2008', 'CHE2009']",20
20000004,"['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'PHI1002']",11,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20000012,"['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'BIO3411 CLCCNS', 'CHE1057 QTS', 'CHE1058', 'CHE1058 CLCHD', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD', 'HIS1001', 'POL1001']",13,"['CHE1058 CLCHD', 'CHE1058', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",16
20000058,"['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'GEO1050']",11,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20000108,"['HIS1001', 'PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624']",10,"['PHY3610', 'PHY3623']",3
20000134,"['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'HIS1001', 'PHY1103', 'PHY1104']",8,['PHY1104'],7
20000169,"['HIS1001', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'POL1001']",10,['MAT2317'],1
20000229,"['HIS1001', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'POL1001']",10,['MAT2317'],1
20000243,"['EVS2109', 'EVS2301', 'EVS3242', 'EVS3287', 'EVS3331', 'EVS3453', 'HIS1001']",7,['EVS3331'],1
20000245,"['PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624', 'POL1001']",10,"['PHY3610', 'PHY3623']",3
20000254,"['BIO2045E CLCCNS', 'BIO2400E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'BIO3182 CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'CHE1057 CLCCNS', 'CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE2115 TNH', 'CHE2115 TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3283 CLCHD', 'CHE3302 CLCHD', 'HIS1001', 'PHI1002', 'POL1001']",19,['PHI1002'],1
20000259,"['GEO3119', 'GEO3120', 'GEO3121', 'GEO3138', 'MAT1192', 'PHI1002', 'PHY1103', 'PHY1104', 'POL1001']",9,['PHY1104'],7
20000260,"['HIS1001', 'MAT2301', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3365', 'MAT3372', 'MAT3507', 'PHI1002']",10,['MAT2317'],1
20000265,"['CHE1057', 'CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'PHI1002']",12,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20000288,"['GEO1050', 'MAT2301', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3365', 'MAT3372', 'MAT3507', 'MAT3539', 'MAT3544', 'PHY1020', 'POL1001']",13,"['MAT2317', 'MAT3544']",2
20000321,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'PHY1100']",9,['MAT2317'],1
20000401,"['GEO2319', 'GEO3263', 'GEO3266', 'GEO3304', 'GEO3305', 'HIS1001', 'MAT1101', 'PHI1002', 'PHI1006']",9,['PHI1006'],9
20000416,"['BIO3190', 'BIO3191', 'CHE1081', 'EVF2007', 'EVF2032', 'PHI1002', 'PHI1006', 'POL1001']",8,['PHI1006'],9
20000448,"['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'PHI1002', 'PHI1006']",7,['PHI1006'],9
20000527,"['CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3300', 'HIS1001', 'POL1001']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
20000528,"['MAT2301', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'MAT3539', 'MAT3544', 'PHI1002']",12,"['MAT2317', 'MAT3544']",2
20000544,"['GEO1050', 'HIS1001', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3507']",8,['MAT2317'],1
20000567,"['BIO3258E QTS', 'BIO3401E QTS', 'BIO3403E QTS', 'BIO3405E QTS', 'BIO3411 CLCCNS', 'CHE1057 QTS', 'CHE1058', 'CHE1058 CLCHD', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD', 'HIS1001']",12,"['CHE1058 CLCHD', 'CHE1058', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",16
20000601,"['HIS1001', 'MAT2317 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHI1002', 'PHI1006']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHI1006']",14
20000621,"['CHE1048', 'CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'POL1001']",8,"['CHE2019', 'CHE2019 CLCCNH']",2
20000701,"['BIO3262 TNS', 'BIO3373 TNS', 'BIO3504 TNS', 'HIS1001', 'MAT1101', 'MAT1259 TNS', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3507', 'MAT3514', 'PHI1002', 'POL1001']",15,"['MAT2317', 'POL1001']",2
20000753,"['CHE1048', 'CHE1075', 'CHE1084', 'CHE1085', 'CHE1090']",5,['CHE1085'],2
20000792,"['BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'HIS1001', 'PHY1103', 'PHY1104']",8,['PHY1104'],7
20000821,"['CHE1048', 'CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3045', 'MAT1101', 'POL1001']",10,"['CHE2019', 'CHE2019 CLCCNH']",2
20000870,"['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'HIS1001', 'MAT1101', 'PHI1002']",13,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20000880,"['BIO2203', 'BIO2204', 'HIS1001', 'MAT1101', 'PHI1002', 'PHI1006']",6,['PHI1006'],9
20000891,"['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE2115 TNH', 'CHE2115 TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'PHI1002']",15,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20000908,"['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'BIO3356 CLCCNS', 'BIO3803E CLCCNS', 'BIO4071', 'BIO4072', 'BIO4073', 'BIO4074E QTS', 'BIO4076', 'BIO4076 TNS', 'CHE1057 CLCCNS', 'GEO1050', 'HIS1001', 'HIS1056', 'PHI1002', 'PHY1103', 'POL1001']",17,"['HIS1056', 'POL1001']",2
20001025,"['PHY1020 CTĐB', 'PHY1070', 'PHY2303 TNL', 'PHY3606 TNL']",4,['PHY1070'],1
20001035,"['PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624']",9,"['PHY3610', 'PHY3623']",3
20001038,"['CHE1048', 'CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021']",11,"['CHE1054', 'CHE1054 CLCHD', 'CHE2019', 'CHE2019 CLCCNH']",11
20001059,"['CHE1048', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3300', 'MAT1092', 'MAT1101', 'PHI1002']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
20001078,"['HIS1001', 'PHI1002', 'PHI1006', 'PHY2206', 'PHY2304', 'PHY2310', 'PHY2404 TNL', 'PHY3301']",8,['PHI1006'],9
20001084,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507']",8,['MAT2317'],1
20001144,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1065', 'CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3254', 'POL1001']",13,"['CHE1054', 'CHE1054 CLCHD', 'CHE2019', 'CHE2019 CLCCNH']",11
20001244,"['HIS1001', 'PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624']",10,"['PHY3610', 'PHY3623']",3
20001310,"['PHY1108', 'PHY2302', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624', 'POL1001']",11,"['PHY3610', 'PHY3623']",3
20001317,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1075E CLCHD', 'CHE1084', 'CHE1085', 'CHE1090', 'CHE1091', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'HIS1001', 'POL1001']",20,"['CHE1054', 'CHE1054 CLCHD', 'CHE1085', 'CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303', 'HIS1001']",18
20001322,"['HIS1001', 'PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624', 'PHY3700', 'PHY3702', 'PHY3703', 'PHY3802', 'PHY4050', 'PHY4082', 'PHY4090']",17,"['PHY3610', 'PHY3623']",3
20001453,"['HIS1001', 'HIS1056', 'MAT2301', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3507', 'PHI1002']",9,['MAT2317'],1
20001461,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'PHI1002']",10,"['CHE1054', 'CHE1054 CLCHD', 'CHE2019', 'CHE2019 CLCCNH']",11
20001468,"['CHE1048', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'HIS1001', 'PHY1103', 'PHY1104']",9,"['CHE2019', 'CHE2019 CLCCNH', 'PHY1104']",9
20001473,"['CHE1048', 'CHE1084', 'CHE1085', 'CHE1090', 'CHE2114', 'MAT1101']",6,['CHE1085'],2
20001489,"['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT']",10,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20001490,"['CHE1048', 'CHE1083', 'CHE1090', 'CHE1091', 'CHE3300', 'GEO2059', 'GLO2056', 'GLO2066', 'GLO2099', 'PHI1002', 'PHI1006', 'PHY1103']",12,['PHI1006'],9
20001503,"['BIO2206', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",5,['PHI1006'],9
20001565,"['BIO2203', 'BIO2204', 'BIO2205 CLCCNS', 'CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE2115 TNH', 'CHE2115 TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'MAT1101', 'MAT1192', 'PHI1002', 'POL1001']",21,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303', 'PHI1002']",7
20001591,"['CHE1052 CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'GEO1050', 'HIS1056', 'MAT1092 CLCHD', 'PHI1002', 'PHY1103 CLCHD']",9,['CHE3301 CLCHD'],4
20001597,"['PHY2304', 'PHY2502', 'PHY3302', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'PHY3624']",9,"['PHY3610', 'PHY3623']",3
20001657,"['HIS1001', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'MAT3514', 'PHI1002', 'PHY1103', 'PHY1104']",9,['PHY1104'],7
20001677,"['CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE2115 TNH', 'CHE2115 TTH', 'CHE2116 TNH', 'CHE2116E TTH', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'GEO1050']",11,['CHE3301 CLCHD'],4
20001679,"['BIO3190', 'BIO3191', 'CHE1075E CLCHD', 'CHE2114E CLCHD', 'CHE3300 CLCHD', 'CHE3301 CLCHD', 'CHE3301 CLCCNH', 'CHE3302 CLCHD', 'CHE3303', 'CHE3303 TNH', 'CHE4052', 'E340 TTKHMT', 'EVF2007', 'EVF2032', 'GEO1050', 'PHI1002', 'POL1001']",17,"['CHE3301 CLCHD', 'CHE3303 TNH', 'CHE3303']",6
20001687,"['BIO2202', 'BIO3190', 'BIO3191', 'EVF2007', 'EVF2032', 'EVS4071', 'HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2403 CLCMTKHTT', 'MAT3517E CLCMTKHTT', 'MAT3551E CLCMTKHTT', 'PHI1002', 'PHI1006']",13,"['PHI1002', 'PHI1006']",10
20001759,"['CHE1048', 'CHE1065', 'CHE1079', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE2021', 'CHE3254', 'POL1001']",10,"['CHE2019', 'CHE2019 CLCCNH']",2
20001767,"['MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT2406', 'MAT3365', 'MAT3372', 'MAT3507', 'POL1001']",9,['MAT2317'],1
20001803,"['CHE1057 QTS', 'CHE1058', 'CHE1058 CLCHD', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD', 'EVS2301', 'EVS3242', 'EVS3453', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'HIS1001', 'POL1001']",15,"['CHE1058 CLCHD', 'CHE1058', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",16
