MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
21003015,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103', 'PHY1104']",8,"['PHI1006', 'PHY1104']",16
21003021,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1103', 'POL1001']",9,"['CHE1054', 'CHE1054 CLCHD']",9
21003032,"['GEO3209', 'GEO3210', 'HIS1056', 'MAT1091', 'MAT2502', 'MAT3514', 'PHI1002', 'PHY1100', 'PHY1103']",9,['GEO3210'],1
21003033,"['BIO3201', 'CHE1057', 'HIS1056', 'MAT1091', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21003034,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHY1020', 'PHY1103', 'PHY1104']",7,['PHY1104'],7
21003053,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'GEO1050', 'HIS1001', 'HIS1056', 'MAT1092', 'PHY1020', 'PHY1103', 'PHY1104', 'PHY1108', 'PHY1113', 'PHY2302']",14,"['CHE1054', 'CHE1054 CLCHD', 'PHY1104']",16
21003076,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1090', 'MAT1091']",5,['GEO3210'],1
21003085,"['GEO1050', 'HMO3204', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1103']",6,['PHI1006'],9
21003088,"['CHE1080', 'GEO1050', 'GEO2300', 'GEO3263', 'GLO2038', 'HIS1056', 'MAT1091', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'PHY1103', 'POL1001']",20,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",44
21003089,"['CHE1080', 'GEO1050', 'GEO2300', 'GLO2038', 'HIS1056', 'MAT1091', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",18,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",44
21003103,"['PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",6,['PHY1070'],1
21003146,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21003155,"['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21003171,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21003174,"['CHE1080', 'GEO1050', 'GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100', 'PHY1108 QTL', 'PHY1113', 'PHY2302', 'PHY3167', 'PHY3301', 'POL1001']",23,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1070', 'PHY1108 QTL']",45
21003182,"['GEO1050', 'MAT2502', 'PHI1002', 'PHI1006', 'PHY1100']",5,['PHI1006'],9
21003195,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21003227,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
21003239,"['BIO3201', 'CHE1057 QTS', 'CHE1058', 'CHE1058 CLCHD', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD', 'HIS1056', 'MAT1091', 'PHY1103']",10,"['CHE1058 CLCHD', 'CHE1058', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",16
21003270,"['GLO2038', 'MAT1091', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21003308,"['PHY1020', 'PHY1108', 'PHY1113', 'PHY2302']",4,"['PHY1108', 'PHY1113', 'PHY2302']",3
21003342,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21003389,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21003408,"['GLO2038', 'HIS1056', 'HMO3600', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21003441,"['PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",6,['PHY1070'],1
21003556,"['CHE1052 CLCCNH', 'GEO1050', 'MAT1092', 'MAT1101', 'MAT2502', 'MAT3500', 'PHY1100', 'PHY1103', 'PHY1104']",9,['PHY1104'],7
21003561,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21003569,"['CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",6,['PHI1006'],9
21003571,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21003600,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21003656,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21003659,"['BIO3201', 'CHE1052 CLCCNH', 'CHE1057', 'GEO1050', 'HIS1056', 'MAT1091', 'MAT1092 CLCCNH', 'PHY1103 CLCCNH', 'PHY1103']",9,['HIS1056'],1
21003667,"['MAT1076', 'MAT2303', 'MAT2308', 'PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'POL1001']",7,['PHY1070'],1
21003697,"['CHE1052 CLCHD', 'GEO1050', 'HIS1056', 'MAT1076', 'MAT1092 CLCCNH', 'MAT2301', 'MAT2303', 'PHY1103 CLCMTKHTT']",8,['GEO1050'],1
21003720,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21003731,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091', 'PHI1002']",5,['GEO3210'],1
21003755,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'PHY1103', 'POL1001']",15,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21003777,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1001', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21003804,"['CHE1081 CLCCNS', 'EVS2302 CTĐB', 'EVS2307', 'EVS3402 CTĐB', 'EVS3403', 'EVS4073 CLCCNKTMT', 'EVS4074', 'EVS4075', 'EVS4085', 'FLF1107', 'MAT1092', 'PHY1100']",12,['FLF1107'],3
21003811,"['PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY2302E QTL']",5,['PHY1070'],1
21003857,"['HIS1056', 'MAT2301', 'MAT2303', 'MAT2502', 'MAT3500', 'PHI1002', 'PHY1100']",7,['PHY1100'],1
21003871,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1001', 'HIS1056', 'MAT1092', 'PHY1103', 'PHY1104']",9,"['CHE1054', 'CHE1054 CLCHD', 'PHY1104']",16
21003874,"['CHE1081', 'EVS2302', 'EVS3245', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1100']",7,['PHI1006'],9
21003911,"['HIS1056', 'PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1108 QTL', 'PHY2304']",6,['PHY1070'],1
21004028,"['GEO1050', 'GLO2038', 'HIS1056', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004090,"['BIO3190', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21004098,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21004103,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'PHI1002', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
21004121,"['BIO3201', 'CHE1057', 'HIS1056', 'MAT1091', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21004127,"['BIO3400E QTS', 'CHE1081 QTS', 'CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'GEO1050', 'MAT1092 TTH', 'MAT1192 QTS', 'PHI1002', 'PHY1103 QTS']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH']",14
21004155,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004221,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21004259,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21004299,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21004390,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108 QTL', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21004472,"['GLO2038', 'GLO3158', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004477,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1103', 'POL1001']",9,"['CHE1054', 'CHE1054 CLCHD']",9
21004492,"['MAT1076', 'MAT2301', 'MAT2303', 'PHY1020 CTĐB', 'PHY1070']",5,['PHY1070'],1
21004495,"['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'PHY1104']",6,['PHY1104'],7
21004496,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004537,"['PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2302E QTL']",6,['PHY1070'],1
21004565,"['PHI1002', 'PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",7,['PHY1070'],1
21004580,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21004590,"['CHE1052 CLCCNH', 'GEO1050', 'GLO2038', 'HIS1056', 'MAT1092 CLCHD', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'PHY1103 CLCHD', 'POL1001']",18,"['GEO1050', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",44
21004591,"['GEO1050', 'MAT2301', 'MAT2303', 'PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY2302E QTL', 'POL1001']",10,['PHY1070'],1
21004599,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004603,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002', 'PHI1006', 'PHY1100']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1006']",52
21004659,"['PHY1020', 'PHY1108', 'PHY1113', 'PHY2302', 'PHY2304']",5,"['PHY1020', 'PHY1108', 'PHY2302']",3
21004662,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21004711,"['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21004730,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1083', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103']",9,"['CHE1054', 'CHE1054 CLCHD']",9
21004738,"['CHE1080', 'GEO2300', 'MAT1091', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100']",6,['PHY1070'],1
21004765,"['GEO1050', 'GLO2038', 'GLO2099', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",15,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004786,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'GEO1050', 'HIS1056', 'HMO2021', 'HMO2106', 'MAT1092 TTH', 'MAT1092', 'MAT1101', 'PHY1103', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",26,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21004795,"['CHE1080', 'HIS1056', 'MAT1091', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100']",6,['PHY1070'],1
21004822,"['CHE1080', 'GEO2300', 'GEO2304', 'GEO2313', 'HIS1056', 'MAT1091', 'PHY1100']",7,"['GEO2300', 'MAT1091', 'PHY1100']",3
21004826,"['MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHI1002', 'PHY1020', 'PHY1108', 'PHY1113', 'PHY2302']",11,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21004827,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21004828,"['HIS1001', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1020 CTĐB', 'PHY1070', 'PHY1103', 'PHY1104', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2302E QTL']",12,"['HIS1056', 'PHY1070', 'PHY1104']",9
21004854,"['GEO3209', 'GEO3210', 'MAT1090', 'MAT1091']",4,['GEO3210'],1
21004880,"['GEO1050', 'HIS1001', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",9,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21004886,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108 QTL', 'PHY1113', 'PHY2302', 'PHY2306']",6,['PHY1070'],1
21004889,"['GLO2038', 'HIS1056', 'HMO3600', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21004905,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1103']",8,"['CHE1054', 'CHE1054 CLCHD']",9
21004908,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21004945,"['CHE1081', 'EVS2302 CTĐB', 'EVS2307', 'HIS1056', 'MAT1092', 'PHI1002', 'PHI1006', 'PHY1100']",8,['PHI1006'],9
21004962,"['PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",6,['PHY1070'],1
21004979,"['CHE1052 CLCCNH', 'HIS1001', 'HIS1056', 'MAT1092 CLCCNH', 'PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1103 CLCCNH']",8,['PHY1070'],1
21005008,"['CHE1052 CLCHD', 'EVS2302', 'EVS3245', 'GEO1050', 'HIS1056', 'MAT1092', 'MAT1092 CLCCNH', 'PHY1103 CLCMTKHTT']",8,['HIS1056'],1
21005066,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",20,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21005072,"['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103', 'PHY1104']",7,"['PHI1006', 'PHY1104']",16
21005079,"['GEO1050', 'GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1020', 'PHY1100', 'PHY1106 QTL', 'PHY2302 TNL', 'PHY2500']",18,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005083,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MAT2318', 'MAT2502', 'MAT3500', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",16,"['GEO1050', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",45
21005102,"['GEO2300', 'GEO2400', 'GEO2404', 'GEO2405', 'GEO3000', 'GEO3402', 'HIS1056', 'MAT1091', 'PHI1002']",9,"['GEO2300', 'HIS1056', 'MAT1091']",3
21005108,"['GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005181,"['BIO2202', 'CHE1081', 'GEO3209', 'GEO3210', 'MAT1101', 'PHY1103', 'PHY1104']",7,"['GEO3210', 'PHY1104']",8
21005226,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1001', 'MAT1092', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",10,"['CHE1054', 'CHE1054 CLCHD', 'PHI1006']",18
21005275,"['HIS1001', 'HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",9,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21005295,"['BIO2202', 'BIO3191', 'EVF2007', 'EVF2032', 'HIS1056', 'MAT1101', 'PHY1020', 'PHY1103', 'PHY1104']",9,['PHY1104'],7
21005336,"['BIO3201', 'CHE1052 CLCHD', 'CHE1057', 'GEO1050', 'HIS1056', 'MAT1091', 'MAT1092 CLCCNH', 'PHI1002', 'PHY1103', 'PHY1103 CLCHD']",10,['HIS1056'],1
21005337,"['CHE1080', 'GEO1050', 'GEO2300', 'HIS1056', 'MAT1091', 'MAT2301', 'MAT2303', 'PHI1002', 'PHI1006', 'PHY1100']",10,['PHI1006'],9
21005339,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",15,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21005340,"['GLO2038', 'GLO2099', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005397,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21005398,"['PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2302E QTL']",6,['PHY1070'],1
21005420,"['BIO3201', 'CHE1057', 'CHE1080', 'GEO2300', 'GEO3265', 'GEO3269', 'HIS1056', 'MAT1091', 'PHY1103', 'PHY1104']",10,"['HIS1056', 'MAT1091', 'PHY1104']",9
21005436,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091']",4,['GEO3210'],1
21005443,"['GLO2038', 'MAT1101', 'MAT1192 CLCCNS', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21005530,"['GEO3209', 'GEO3210', 'HIS1056', 'MAT1091']",4,['GEO3210'],1
21005538,"['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21005579,"['EVS2302', 'GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'PHI1002', 'PHI1006', 'PHY1100']",8,['PHI1006'],9
