Subject 1,Subject 2,Students that study both subject,Number of students
['GLO3228'],['MAT2034'],[],0
['GLO3228'],['MAT2301'],[],0
['GLO3228'],['MAT2303'],[],0
['GLO3228'],['MAT2303 TNT'],[],0
['GLO3228'],['MAT2306'],[],0
['GLO3228'],['MAT2308'],[],0
['GLO3228'],['MAT2310'],[],0
['GLO3228'],['MAT2311'],[],0
['GLO3228'],['MAT2311 TNT'],[],0
['GLO3228'],['MAT2314'],[],0
['GLO3228'],['MAT2314 TNT'],[],0
['GLO3228'],['MAT2317 CLCMTKHTT'],[],0
['GLO3228'],['MAT2318'],[],0
['GLO3228'],['MAT2321 TNT'],[],0
['GLO3228'],['MAT2403'],[],0
['GLO3228'],['MAT2403 CLCMTKHTT'],[],0
['GLO3228'],['MAT2406'],[],0
['GLO3228'],['MAT2407'],[],0
['GLO3228'],['MAT2407 TNT'],[],0
['GLO3228'],['MAT2411E CLCMTKHTT'],[],0
['GLO3228'],['MAT2502'],[],0
['GLO3228'],['MAT2502 CLCMTKHTT'],[],0
['GLO3228'],['MAT3101 TNT'],[],0
['GLO3228'],['MAT3300'],[],0
['GLO3228'],['MAT3300 TNT'],[],0
['GLO3228'],['MAT3301'],[],0
['GLO3228'],['MAT3305'],[],0
['GLO3228'],['MAT3306'],[],0
['GLO3228'],['MAT3318 TNT'],[],0
['GLO3228'],['MAT3322 TNT'],[],0
['GLO3228'],['MAT3340 TNT'],[],0
['GLO3228'],['MAT3344'],[],0
['GLO3228'],['MAT3344 TNT'],[],0
['GLO3228'],['MAT3347'],[],0
['GLO3228'],['MAT3365'],[],0
['GLO3228'],['MAT3373'],[],0
['GLO3228'],['MAT3373E CLCMTKHTT'],[],0
['GLO3228'],['MAT3379'],[],0
['GLO3228'],['MAT3452'],[],0
['GLO3228'],['MAT3500'],[],0
['GLO3228'],['MAT3500 CLCMTKHTT'],[],0
['GLO3228'],['MAT3506'],[],0
['GLO3228'],['MAT3507'],[],0
['GLO3228'],['MAT3509'],[],0
['GLO3228'],['MAT3514'],[],0
['GLO3228'],['MAT3517E CLCMTKHTT'],[],0
['GLO3228'],['MAT3525'],[],0
['GLO3228'],['MAT3533'],[],0
['GLO3228'],['MAT3533 CLCMTKHTT'],[],0
['GLO3228'],['MAT3535 CLCMTKHTT'],[],0
['GLO3228'],['MAT3539'],[],0
['GLO3228'],['MAT3551E CLCMTKHTT'],[],0
['GLO3228'],['MAT3554 CLCMTKHTT'],[],0
['GLO3228'],['MAT3554E CLCMTKHTT'],[],0
['GLO3228'],['MAT3562E CLCMTKHTT'],[],0
['GLO3228'],['MAT4072'],[],0
['GLO3228'],['MAT4073'],[],0
['GLO3228'],['MNS1052'],[],0
['GLO3228'],['PHI1002'],"[19009672, 19006303]",2
['GLO3228'],['PHY1012 TNL'],[],0
['GLO3228'],['PHY1013 TNL'],[],0
['GLO3228'],['PHY1020'],[],0
['GLO3228'],['PHY1020 CTĐB'],[],0
['GLO3228'],['PHY1100'],[19001489],1
['GLO3228'],['PHY1100E CLCCNKTMT'],[],0
['GLO3228'],['PHY1103'],[19006453],1
['GLO3228'],['PHY1103 CLCCNH'],[],0
['GLO3228'],['PHY1103 CLCHD'],[],0
['GLO3228'],['PHY1103 CLCMTKHTT'],[],0
['GLO3228'],['PHY1103 QTS'],[],0
['GLO3228'],['PHY1106 QTL'],[],0
['GLO3228'],['PHY1108'],[],0
['GLO3228'],['PHY1108 QTL'],[],0
['GLO3228'],['PHY1113'],[],0
['GLO3228'],['PHY1113 TNL'],[],0
['GLO3228'],['PHY1161 CTĐB'],[],0
['GLO3228'],['PHY1161 TTH'],[],0
['GLO3228'],['PHY2004'],[],0
['GLO3228'],['PHY2004 QTL'],[],0
['GLO3228'],['PHY2064 TNL'],[],0
['GLO3228'],['PHY2064E QTL'],[],0
['GLO3228'],['PHY2206'],[],0
['GLO3228'],['PHY2302'],[],0
['GLO3228'],['PHY2302 TNL'],[],0
['GLO3228'],['PHY2302E QTL'],[],0
['GLO3228'],['PHY2303 TNL'],[],0
['GLO3228'],['PHY2304'],[],0
['GLO3228'],['PHY2304E QTL'],[],0
['GLO3228'],['PHY2306'],[],0
['GLO3228'],['PHY2306E QTL'],[],0
['GLO3228'],['PHY2310'],[],0
['GLO3228'],['PHY2500'],[],0
['GLO3228'],['PHY2502'],[],0
['GLO3228'],['PHY3163'],[],0
['GLO3228'],['PHY3163 QTL'],[],0
['GLO3228'],['PHY3167'],[],0
['GLO3228'],['PHY3301'],[],0
['GLO3228'],['PHY3302'],[],0
['GLO3228'],['PHY3303'],[],0
['GLO3228'],['PHY3314'],[],0
['GLO3228'],['PHY3346 TNL'],[],0
['GLO3228'],['PHY3508'],[],0
['GLO3228'],['PHY3508 TNL'],[],0
['GLO3228'],['PHY3508E QTL'],[],0
['GLO3228'],['PHY3605E QTL'],[],0
['GLO3228'],['PHY3606'],[],0
['GLO3228'],['PHY3606 TNL'],[],0
['GLO3228'],['PHY3608'],[],0
['GLO3228'],['PHY3608 TNL'],[],0
['GLO3228'],['PHY3608E QTL'],[],0
['GLO3228'],['PHY3609'],[],0
['GLO3228'],['PHY3624'],[],0
['GLO3228'],['POL1001'],"[19008272, 19000770, 19009348]",3
['GLO3228'],['SMP1010'],[],0
['GLO3228'],['SMP1010 CLCRHM'],[],0
['GLO3228'],['SMP1012'],[],0
['GLO3228'],['SMP1055'],[],0
['GLO3228'],['SMP2052'],[],0
['GLO3228'],['SMP2053'],[],0
['GLO3228'],['SMP2054'],[],0
['GLO3228'],['SMP2401 CLCRHM'],[],0
['GLO3228'],['SMP2701'],[],0
['GLO3229'],['HIS1001'],[],0
['GLO3229'],['HIS1056'],[],0
['GLO3229'],['HMO2021'],[],0
['GLO3229'],['HMO2106'],[],0
['GLO3229'],['HMO2110'],[],0
['GLO3229'],['HMO2201'],[],0
['GLO3229'],['HMO3178'],[],0
['GLO3229'],['HMO3181'],[],0
['GLO3229'],['HMO3204'],[],0
['GLO3229'],['HMO3302'],[],0
['GLO3229'],['HMO3303'],[],0
['GLO3229'],['HMO3306'],[],0
['GLO3229'],['HMO3307'],[],0
['GLO3229'],['HMO3311'],[],0
['GLO3229'],['HMO3312'],[],0
['GLO3229'],['HMO3321'],[],0
['GLO3229'],['HMO3507'],[],0
['GLO3229'],['HMO3521'],[],0
['GLO3229'],['HMO3600'],[],0
['GLO3229'],['HMO3601'],[],0
['GLO3229'],['HMO3602'],[],0
['GLO3229'],['HMO3603'],[],0
['GLO3229'],['HMO3608'],[],0
['GLO3229'],['HMO3609'],[],0
['GLO3229'],['HMO3610'],[],0
['GLO3229'],['HMO3611'],[],0
['GLO3229'],['K300 TTKHMT'],[],0
['GLO3229'],['MAT1076'],[],0
['GLO3229'],['MAT1090'],[19005066],1
['GLO3229'],['MAT1091'],"[19000770, 19008035, 19001317, 19008646, 19007307, 19001565]",6
['GLO3229'],['MAT1092'],[],0
['GLO3229'],['MAT1092 CLCCNH'],[],0
['GLO3229'],['MAT1092 CLCHD'],[],0
['GLO3229'],['MAT1092 TTH'],[],0
['GLO3229'],['MAT1101'],[19006303],1
['GLO3229'],['MAT1192'],[],0
['GLO3229'],['MAT1192 CLCCNS'],[],0
['GLO3229'],['MAT1192 QTS'],[],0
['GLO3229'],['MAT1259 TNS'],[],0
['GLO3229'],['MAT1292 TNH'],[],0
['GLO3229'],['MAT1292 TNS'],[],0
['GLO3229'],['MAT2034'],[],0
['GLO3229'],['MAT2301'],[],0
['GLO3229'],['MAT2303'],[],0
['GLO3229'],['MAT2303 TNT'],[],0
['GLO3229'],['MAT2306'],[],0
['GLO3229'],['MAT2308'],[],0
['GLO3229'],['MAT2310'],[],0
['GLO3229'],['MAT2311'],[],0
['GLO3229'],['MAT2311 TNT'],[],0
['GLO3229'],['MAT2314'],[],0
['GLO3229'],['MAT2314 TNT'],[],0
['GLO3229'],['MAT2317 CLCMTKHTT'],[],0
['GLO3229'],['MAT2318'],[],0
['GLO3229'],['MAT2321 TNT'],[],0
['GLO3229'],['MAT2403'],[],0
['GLO3229'],['MAT2403 CLCMTKHTT'],[],0
['GLO3229'],['MAT2406'],[],0
['GLO3229'],['MAT2407'],[],0
['GLO3229'],['MAT2407 TNT'],[],0
['GLO3229'],['MAT2411E CLCMTKHTT'],[],0
['GLO3229'],['MAT2502'],[],0
['GLO3229'],['MAT2502 CLCMTKHTT'],[],0
['GLO3229'],['MAT3101 TNT'],[],0
['GLO3229'],['MAT3300'],[],0
['GLO3229'],['MAT3300 TNT'],[],0
['GLO3229'],['MAT3301'],[],0
['GLO3229'],['MAT3305'],[],0
['GLO3229'],['MAT3306'],[],0
['GLO3229'],['MAT3318 TNT'],[],0
['GLO3229'],['MAT3322 TNT'],[],0
['GLO3229'],['MAT3340 TNT'],[],0
['GLO3229'],['MAT3344'],[],0
['GLO3229'],['MAT3344 TNT'],[],0
['GLO3229'],['MAT3347'],[],0
['GLO3229'],['MAT3365'],[],0
['GLO3229'],['MAT3373'],[],0
['GLO3229'],['MAT3373E CLCMTKHTT'],[],0
['GLO3229'],['MAT3379'],[],0
['GLO3229'],['MAT3452'],[],0
['GLO3229'],['MAT3500'],[],0
['GLO3229'],['MAT3500 CLCMTKHTT'],[],0
['GLO3229'],['MAT3506'],[],0
['GLO3229'],['MAT3507'],[],0
['GLO3229'],['MAT3509'],[],0
['GLO3229'],['MAT3514'],[],0
['GLO3229'],['MAT3517E CLCMTKHTT'],[],0
['GLO3229'],['MAT3525'],[],0
['GLO3229'],['MAT3533'],[],0
['GLO3229'],['MAT3533 CLCMTKHTT'],[],0
['GLO3229'],['MAT3535 CLCMTKHTT'],[],0
['GLO3229'],['MAT3539'],[],0
['GLO3229'],['MAT3551E CLCMTKHTT'],[],0
['GLO3229'],['MAT3554 CLCMTKHTT'],[],0
['GLO3229'],['MAT3554E CLCMTKHTT'],[],0
['GLO3229'],['MAT3562E CLCMTKHTT'],[],0
['GLO3229'],['MAT4072'],[],0
['GLO3229'],['MAT4073'],[],0
['GLO3229'],['MNS1052'],[],0
['GLO3229'],['PHI1002'],[19006303],1
['GLO3229'],['PHY1012 TNL'],[],0
['GLO3229'],['PHY1013 TNL'],[],0
['GLO3229'],['PHY1020'],[],0
['GLO3229'],['PHY1020 CTĐB'],[],0
['GLO3229'],['PHY1100'],[19001489],1
['GLO3229'],['PHY1100E CLCCNKTMT'],[],0
['GLO3229'],['PHY1103'],[19006453],1
['GLO3229'],['PHY1103 CLCCNH'],[],0
['GLO3229'],['PHY1103 CLCHD'],[],0
['GLO3229'],['PHY1103 CLCMTKHTT'],[],0
['GLO3229'],['PHY1103 QTS'],[],0
['GLO3229'],['PHY1106 QTL'],[],0
['GLO3229'],['PHY1108'],[],0
['GLO3229'],['PHY1108 QTL'],[],0
['GLO3229'],['PHY1113'],[],0
['GLO3229'],['PHY1113 TNL'],[],0
['GLO3229'],['PHY1161 CTĐB'],[],0
['GLO3229'],['PHY1161 TTH'],[],0
['GLO3229'],['PHY2004'],[],0
['GLO3229'],['PHY2004 QTL'],[],0
['GLO3229'],['PHY2064 TNL'],[],0
['GLO3229'],['PHY2064E QTL'],[],0
['GLO3229'],['PHY2206'],[],0
['GLO3229'],['PHY2302'],[],0
['GLO3229'],['PHY2302 TNL'],[],0
['GLO3229'],['PHY2302E QTL'],[],0
['GLO3229'],['PHY2303 TNL'],[],0
['GLO3229'],['PHY2304'],[],0
['GLO3229'],['PHY2304E QTL'],[],0
['GLO3229'],['PHY2306'],[],0
['GLO3229'],['PHY2306E QTL'],[],0
['GLO3229'],['PHY2310'],[],0
['GLO3229'],['PHY2500'],[],0
['GLO3229'],['PHY2502'],[],0
['GLO3229'],['PHY3163'],[],0
['GLO3229'],['PHY3163 QTL'],[],0
['GLO3229'],['PHY3167'],[],0
['GLO3229'],['PHY3301'],[],0
['GLO3229'],['PHY3302'],[],0
['GLO3229'],['PHY3303'],[],0
['GLO3229'],['PHY3314'],[],0
['GLO3229'],['PHY3346 TNL'],[],0
['GLO3229'],['PHY3508'],[],0
['GLO3229'],['PHY3508 TNL'],[],0
['GLO3229'],['PHY3508E QTL'],[],0
['GLO3229'],['PHY3605E QTL'],[],0
['GLO3229'],['PHY3606'],[],0
['GLO3229'],['PHY3606 TNL'],[],0
['GLO3229'],['PHY3608'],[],0
['GLO3229'],['PHY3608 TNL'],[],0
['GLO3229'],['PHY3608E QTL'],[],0
['GLO3229'],['PHY3609'],[],0
['GLO3229'],['PHY3624'],[],0
['GLO3229'],['POL1001'],"[19008272, 19000770, 19009348]",3
['GLO3229'],['SMP1010'],[],0
['GLO3229'],['SMP1010 CLCRHM'],[],0
['GLO3229'],['SMP1012'],[],0
['GLO3229'],['SMP1055'],[],0
['GLO3229'],['SMP2052'],[],0
['GLO3229'],['SMP2053'],[],0
['GLO3229'],['SMP2054'],[],0
['GLO3229'],['SMP2401 CLCRHM'],[],0
['GLO3229'],['SMP2701'],[],0
['HIS1001'],['HIS1056'],"[21005952, 21003777, 21008129, 20001411, 21009156, 20007812, 21008646, 21000582, 20000908, 20007053, 21007885, 20003605, 20006677, 20008726, 20007448, 21001114, 21006074, 21004828, 21008032, 21004715, 20005675, 20001453, 21003053, 20004913, 20003251, 21004979, 20006067, 20008762, 19008828, 21001788, 20003775, 21009471, 21005510, 20008905, 20005579, 21003610, 21005275, 20004730, 19004767, 21003871, 20002660, 20001896, 20005992, 20002922, 21003887, 20004342, 20001655, 20006522, 20004222]",49
['HIS1001'],['HMO2021'],[],0
['HIS1001'],['HMO2106'],[],0
['HIS1001'],['HMO2110'],"[19001728, 19003250, 19000196, 19001240]",4
['HIS1001'],['HMO2201'],"[20007816, 20000777, 20004889, 20009787, 20004989]",5
['HIS1001'],['HMO3178'],"[20007816, 20000777, 20009787, 20004989]",4
['HIS1001'],['HMO3181'],"[20003408, 20004889]",2
['HIS1001'],['HMO3204'],[],0
['HIS1001'],['HMO3302'],[20004889],1
['HIS1001'],['HMO3303'],[20004889],1
['HIS1001'],['HMO3306'],"[19001728, 19003250, 19000196, 19001240]",4
['HIS1001'],['HMO3307'],"[19001728, 19003250, 19000196, 19001240]",4
['HIS1001'],['HMO3311'],"[19001728, 19003250, 19000196, 19001240]",4
['HIS1001'],['HMO3312'],"[19001728, 19000196, 19003250, 19001240, 20004889]",5
['HIS1001'],['HMO3321'],"[19001728, 19003250, 19000196, 19001240]",4
['HIS1001'],['HMO3507'],"[20000777, 20009787, 20004989]",3
['HIS1001'],['HMO3521'],"[20007816, 20009787, 20004989]",3
['HIS1001'],['HMO3600'],[],0
['HIS1001'],['HMO3601'],[],0
['HIS1001'],['HMO3602'],[],0
['HIS1001'],['HMO3603'],[16006283],1
['HIS1001'],['HMO3608'],"[16006283, 19005484, 19005982]",3
['HIS1001'],['HMO3609'],"[19005484, 19005982]",2
['HIS1001'],['HMO3610'],"[16006283, 19005484, 19005982]",3
['HIS1001'],['HMO3611'],"[19005484, 19005982]",2
['HIS1001'],['K300 TTKHMT'],[19000328],1
['HIS1001'],['MAT1076'],[21001788],1
['HIS1001'],['MAT1090'],"[20004513, 20003106, 20006435, 20000515, 20009851, 20004936, 20007723, 19006542, 19001563, 20004691, 19008828, 18008506, 20000923, 20001564]",14
['HIS1001'],['MAT1091'],"[20004100, 20005893, 21001862, 20000777, 19009932, 20007053, 20006929, 20005783, 20007448, 20008733, 21008032, 20000929, 20008998, 19008166, 21009830, 21006762, 20005687, 18003775, 20000320, 20005579, 20002648, 20009434, 21009503, 21003873, 20005102, 21001200, 21000307, 19013363]",28
['HIS1001'],['MAT1092'],"[18005120, 21008129, 20008194, 21008772, 21009156, 21000582, 20007816, 19004813, 21007885, 21008662, 20005783, 21007896, 19009817, 21004443, 21004828, 20000929, 21005226, 20005420, 21003053, 21007155, 21007156, 20003254, 19001655, 21001788, 21009471, 20008002, 21005510, 21002576, 19006160, 20003412, 21005524, 21008602, 20006362, 21003871, 19008996, 21006057, 19006069, 21006074, 20006526, 20005887]",40
['HIS1001'],['MAT1092 CLCCNH'],"[21008032, 21007681, 21006980, 21000555, 21005132, 21007885, 21004173, 21002962, 21004979]",9
['HIS1001'],['MAT1092 CLCHD'],"[21005952, 21005009]",2
['HIS1001'],['MAT1092 TTH'],"[21003777, 21008646, 21001158, 21001543, 20001652, 20004117, 21001114, 21002845]",8
['HIS1001'],['MAT1101'],"[21007885, 20003344, 20002324, 20001304, 21004828, 20005414, 20005420, 20004913, 20004410, 21009471, 20008511, 20003909, 20003911, 20004936, 20000328, 20003404, 21003863, 20006490, 20009059, 20000870, 19005034, 21003887, 20000880, 20008054, 20008064, 20004481, 20001925, 20008590, 20000401, 20000929, 20004513, 20007092, 20006580, 21001400, 20006075, 20006081, 20005059, 21006022, 20006600, 20003529, 21005009, 20006612, 20009692, 20009197, 20005102, 20006637, 19004659, 20008182, 21006074, 21008129, 20008199, 20003089, 20004121, 20001564, 20008220, 20003106, 20005675, 20008762, 20009283, 20008261, 20009805, 20000590, 20006231, 21003610, 20009315, 20002150, 20003700, 20001655, 20007299, 20009352, 20005770, 20102540, 20003220, 20004245, 20004760, 21006762, 21004715, 21005226, 20001199, 20002225, 20005302, 20000701, 20005314, 20007363, 20001741, 19013582, 20005336, 20004824, 20004828, 20009438, 20004319, 20007904, 18005982, 20002787, 19005420, 20007405, 20006906, 20005885, 20005887]",99
['HIS1001'],['MAT1192'],"[20001729, 20002327, 21003863, 20003532, 20005687, 19009932, 19006672, 20000733, 19009172, 19004599, 21001400, 20005436, 19009884, 18005982]",14
['HIS1001'],['MAT1192 CLCCNS'],"[21000170, 21006022, 21001910]",3
['HIS1001'],['MAT1192 QTS'],[18003775],1
['HIS1001'],['MAT1259 TNS'],"[20009315, 20003622, 20005420, 20009805, 20000590, 20001199, 20005102, 20007092, 20003220, 20008788, 20006075, 20004828, 20000701, 20008511]",14
['HIS1001'],['MAT1292 TNH'],"[21008448, 21001317, 21005484, 21006221, 21006067, 21002110]",6
['HIS1001'],['MAT1292 TNS'],[19004839],1
['HIS1001'],['MAT2034'],"[19007049, 19003785, 20006637, 19008436, 19006682, 19002269]",6
['HIS1001'],['MAT2301'],"[20000260, 20006345, 19014027, 20009324, 20001453, 19005934, 20000496, 20004176, 20001243, 21001788, 21002462]",11
['HIS1001'],['MAT2303'],"[20005472, 20006345, 20000496, 20004176, 19006007, 21001788, 21002462, 20002559]",8
['HIS1001'],['MAT2303 TNT'],[],0
['HIS1001'],['MAT2306'],"[19000897, 19012099, 20002137, 19019466, 18004362, 20000496, 20000951, 19012889, 19011547, 19018525]",10
['HIS1001'],['MAT2308'],"[20004996, 20006412, 20004370, 20006162, 20000660, 20003863, 20000665, 20006821, 20006828, 20000951, 20000060, 20005054, 20004805, 20001740, 20006607, 20002514, 20001365, 20007255, 20005721, 20002137, 20001243, 20004826, 20002665, 20001899, 20000376, 20002815]",26
['HIS1001'],['MAT2310'],"[20004996, 20006412, 20004370, 20006162, 20000660, 20003863, 20000665, 20006821, 20006828, 20000951, 20000060, 20005054, 20004805, 20001740, 20006607, 20002514, 20001365, 20007255, 20002137, 20005721, 20001243, 20004826, 20002665, 20001899, 20000376, 20009594, 20002815]",27
['HIS1001'],['MAT2311'],"[19000897, 18004362]",2
['HIS1001'],['MAT2311 TNT'],"[19000767, 19004565, 19008445]",3
['HIS1001'],['MAT2314'],"[20004739, 20000260, 20007045, 20003594, 20002188, 20004497, 20008210, 20006804, 20000544, 20004005, 20006182, 20000169, 20005420, 20001453, 20005553, 20003254, 19006007, 20002231, 20000701, 20006721, 20004034, 20007363, 20007620, 20006089, 20003659, 20005965, 20003667, 20004180, 20003034, 20002913, 20000229, 20008045, 20006898, 20002553, 20002559]",35
['HIS1001'],['MAT2314 TNT'],[20003775],1
['HIS1001'],['MAT2317 CLCMTKHTT'],"[21000322, 19005859, 20004711, 20002825, 20008073, 20007722, 20008876, 20006637, 21007758, 21004880, 20000601, 21005275, 20001980, 21008190]",14
['HIS1001'],['MAT2318'],"[20004868, 20009927, 18004362, 20006637, 19004565, 20003032, 20002329, 21006074, 20006526]",9
['HIS1001'],['MAT2321 TNT'],[],0
['HIS1001'],['MAT2403'],"[20008448, 20008452, 20001799, 20009485, 20001828, 20001838, 20006965, 20001335, 20000830, 20008511, 20000831, 20008520, 19007049, 20002888, 20001877, 20002400, 20005992, 20002415, 20008047, 20003446, 20006522, 20001411, 19008659, 20003989, 20007065, 20003482, 20006569, 20001454, 20006075, 20004542, 20005054, 20004032, 20009663, 20007108, 20004555, 20003532, 20003542, 19006682, 20007642, 20007650, 20009188, 20006637, 20003569, 20009727, 19009280, 20007682, 20000515, 20005133, 20005135, 20008726, 20003105, 20008754, 20005694, 20000064, 20001603, 20000068, 20008261, 20004168, 20007753, 20003669, 20004702, 20002660, 20007781, 20008817, 19002740, 20009845, 20004215, 20009853, 20003718, 19003785, 20009364, 20000149, 20009884, 20009373, 20007840, 20005299, 20004280, 20006336, 20006856, 19008969, 20008398, 20008910, 20000212, 20001243, 20004316, 20003804, 20007402, 20007403, 20008428, 20005354, 20001266, 20004342]",92
['HIS1001'],['MAT2403 CLCMTKHTT'],"[19006852, 20001031, 20006407, 20008073, 20002825, 20003342, 20004369, 20006677, 20006688, 20003746, 20009637, 20000810, 20004650, 20008876, 20001582, 19000496, 20005045, 20008888, 20001980, 20009927, 20000199, 19004370, 20009953, 20004711, 20002922, 20006637, 20002541, 20009074, 20001655, 19001592, 20002425]",31
['HIS1001'],['MAT2406'],"[20004739, 20007045, 20003594, 20002188, 20004497, 20008210, 20006804, 20008479, 20000544, 20006182, 20000169, 20001657, 20005420, 20005553, 20003254, 20000701, 20004034, 20007363, 20007620, 20006089, 20003659, 20005965, 20003667, 20004180, 20003034, 20001121, 20002913, 20000229, 19009388, 20008045, 19005934, 20006898, 20002553]",33
['HIS1001'],['MAT2407'],"[18004362, 19003021, 19008909, 19007249, 19003155, 19004182, 19005463, 19012889, 20009373, 19007660, 19001902, 20004786, 19008053, 20004542, 20000830, 19000897, 19019466, 19006923, 20003532, 19002960, 19005269, 19006039, 19007835, 20003299, 20007781, 20008428, 20008047, 19002735, 20003569, 19003248, 19006323, 20009845, 20006522]",33
['HIS1001'],['MAT2407 TNT'],[20003775],1
['HIS1001'],['MAT2411E CLCMTKHTT'],"[19001592, 19005859, 19006852, 19004767, 19007911, 19000842, 19003662, 19008082, 19004370, 19003415, 19005079, 19009048, 19005721, 19001242, 19004639]",15
['HIS1001'],['MAT2502'],"[19009280, 21008129, 20006336, 19003785, 20007403, 20005133, 20008380]",7
['HIS1001'],['MAT2502 CLCMTKHTT'],"[21000322, 21007758, 21004880, 20001655, 21005275, 21008190]",6
['HIS1001'],['MAT3101 TNT'],"[19000767, 19004565, 19008445]",3
['HIS1001'],['MAT3300'],"[20004996, 19014027, 20006412, 20006162, 20004370, 20000660, 20003863, 20000665, 20006821, 20006828, 20000951, 20000060, 20005054, 19000897, 20004805, 20001740, 20006607, 20002514, 20001365, 20007255, 20005721, 20002137, 20001243, 20004826, 20002665, 20001899, 20000376, 20009594, 20002815]",29
['HIS1001'],['MAT3300 TNT'],[20003775],1
['HIS1001'],['MAT3301'],"[19012099, 19019466, 19012889, 19011547, 19018525, 19013438]",6
['HIS1001'],['MAT3305'],"[20004996, 20006412, 20004370, 20000660, 20003863, 20000665, 20006821, 20006828, 20000951, 20000060, 20005054, 20004805, 20001740, 20006607, 20002514, 20001365, 20007255, 20005721, 20002137, 20001243, 20004826, 20002665, 20001899, 20000376, 20009594, 20002815]",26
['HIS1001'],['MAT3306'],"[19000897, 18004362, 19004565, 19008445, 19000767]",5
['HIS1001'],['MAT3318 TNT'],"[19000767, 19004565, 19008445]",3
['HIS1001'],['MAT3322 TNT'],"[19000767, 19004565, 19008445]",3
['HIS1001'],['MAT3340 TNT'],[20003775],1
['HIS1001'],['MAT3344'],"[19012099, 20004996, 20006412, 20004370, 20000660, 20003863, 19012889, 20000665, 19018525, 20006821, 20006828, 20000951, 20000060, 19013438, 20005054, 20004805, 19019466, 20001740, 20006607, 20002514, 20001365, 20007255, 20005721, 20002137, 19011547, 20004826, 20002665, 20001899, 20000496, 20000376, 20009594, 20002815]",32
['HIS1001'],['MAT3344 TNT'],"[20003775, 19000767]",2
['HIS1001'],['MAT3347'],"[19000897, 19000767, 19004565, 19008445]",4
['HIS1001'],['MAT3365'],"[20004739, 20000260, 20003594, 20002188, 20004497, 20008210, 20008479, 20004005, 20006182, 20000169, 20001657, 19001902, 20005553, 20002231, 19006007, 20006721, 20004034, 20007363, 20007620, 20006089, 20005965, 20003667, 20004180, 20003034, 20001121, 20002913, 20000229, 20008045, 20006898, 20002553, 20002559]",31
['HIS1001'],['MAT3373'],"[19003785, 20006927, 19008659, 20009364, 20006522, 19002269, 19004065, 19008436, 20005054, 20008511, 19007049, 19006682, 20001243, 20004702, 20008428, 20002415, 19002740, 20001655, 19009274]",19
['HIS1001'],['MAT3373E CLCMTKHTT'],"[19006852, 19004767, 19007911, 19008082, 19003415, 19005079, 19009048, 19005721, 19001242, 19004639]",10
['HIS1001'],['MAT3379'],"[20008448, 20007682, 20001411, 20009485, 20000149, 20008726, 20003482, 20006941, 20007840, 20005795, 20001838, 20001454, 20006965, 20006075, 20008380, 20000064, 20001603, 20007108, 20000068, 20002888, 20004555, 20008910, 20007642, 20003804, 20007781, 20005992, 20007403, 20008047, 20004342, 20003446, 20006522, 20009727]",32
['HIS1001'],['MAT3452'],"[19003021, 19008909, 19007249, 19003155, 19004182, 19005463, 19002269, 19007660, 19008436, 19008053, 19006007, 20005054, 19007049, 19006923, 19002960, 19005269, 19006039, 19006682, 19002735, 19006323, 20006522]",21
['HIS1001'],['MAT3500'],"[19009280, 19004065, 21008129, 20003105, 20001121, 20004005, 20007812, 20002231, 20006856, 19007474, 20003669, 20001335, 19009274]",13
['HIS1001'],['MAT3500 CLCMTKHTT'],"[20009953, 21000322, 20003746, 20000601, 19005859, 20002825, 20006637, 19003662, 21007758, 21004880, 19004370, 19003415, 19001592, 19005721, 19001242, 21005275, 21008190]",17
['HIS1001'],['MAT3506'],"[19009280, 20000515, 20008452, 20003718, 20001799, 20005133, 19008659, 20003989, 20007065, 20009884, 20009373, 20003105, 20001828, 20008754, 20005299, 20001335, 20004280, 20004542, 20000830, 20004032, 20009663, 20005694, 20006336, 20008261, 20008520, 20004168, 20006856, 20004555, 20008398, 20000212, 20001877, 20003542, 20003669, 20002400, 20005472, 20007650, 20009188, 20002660, 20007402, 20002415, 20003569, 20008817, 20009845, 20004215, 20009853]",45
['HIS1001'],['MAT3507'],"[20004739, 20000260, 20007045, 20003594, 20002188, 20005135, 20004497, 20008210, 20006804, 20000544, 20006182, 20006569, 20001657, 20000169, 20005420, 20001453, 19001902, 20005553, 20004786, 20003254, 20002231, 20000701, 20006721, 20004034, 20007363, 20007620, 20006089, 20003659, 20005965, 20003667, 20004180, 20003034, 20002913, 20003299, 20000229, 20005354, 19009388, 20008045, 20006898, 20002553]",40
['HIS1001'],['MAT3509'],[],0
['HIS1001'],['MAT3514'],"[20008448, 20007682, 20000515, 20008452, 20003718, 20001799, 20009485, 20005135, 20009364, 20003989, 20008726, 20000149, 20007065, 20003482, 20009884, 20009373, 20003105, 20001828, 20001838, 20008754, 20005299, 20001335, 20004280, 20006075, 20008380, 20000701, 20000830, 20008511, 20004542, 20005054, 20004032, 20005694, 20007108, 20000064, 20001603, 20000068, 20002888, 20008520, 20008261, 20004555, 20004168, 20006856, 19008969, 20008398, 20008910, 20000212, 20001877, 20007642, 20001243, 20004316, 20004702, 20002400, 20005472, 20007650, 20009188, 20007781, 20007402, 20007403, 20008428, 20002415, 20006336, 20003569, 20008817, 20001266, 20009845, 20004342, 20004215, 20001657, 20006522, 20009853, 20009727]",71
