Subject 1,Subject 2,Students that study both subject,Number of students
['BIO3405E QTS'],['MAT3500'],[],0
['BIO3405E QTS'],['MAT3500 CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3506'],[],0
['BIO3405E QTS'],['MAT3507'],[20003659],1
['BIO3405E QTS'],['MAT3509'],[],0
['BIO3405E QTS'],['MAT3514'],[],0
['BIO3405E QTS'],['MAT3517E CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3525'],[],0
['BIO3405E QTS'],['MAT3533'],[],0
['BIO3405E QTS'],['MAT3533 CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3535 CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3539'],[],0
['BIO3405E QTS'],['MAT3551E CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3554 CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3554E CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT3562E CLCMTKHTT'],[],0
['BIO3405E QTS'],['MAT4072'],[],0
['BIO3405E QTS'],['MAT4073'],[],0
['BIO3405E QTS'],['MNS1052'],[],0
['BIO3405E QTS'],['PHI1002'],"[20003659, 20009837]",2
['BIO3405E QTS'],['PHY1012 TNL'],[],0
['BIO3405E QTS'],['PHY1013 TNL'],[],0
['BIO3405E QTS'],['PHY1020'],[],0
['BIO3405E QTS'],['PHY1020 CTĐB'],[],0
['BIO3405E QTS'],['PHY1100'],[],0
['BIO3405E QTS'],['PHY1100E CLCCNKTMT'],[],0
['BIO3405E QTS'],['PHY1103'],[],0
['BIO3405E QTS'],['PHY1103 CLCCNH'],[],0
['BIO3405E QTS'],['PHY1103 CLCHD'],[],0
['BIO3405E QTS'],['PHY1103 CLCMTKHTT'],[],0
['BIO3405E QTS'],['PHY1103 QTS'],[],0
['BIO3405E QTS'],['PHY1106 QTL'],[],0
['BIO3405E QTS'],['PHY1108'],[],0
['BIO3405E QTS'],['PHY1108 QTL'],[],0
['BIO3405E QTS'],['PHY1113'],[],0
['BIO3405E QTS'],['PHY1113 TNL'],[],0
['BIO3405E QTS'],['PHY1161 CTĐB'],[],0
['BIO3405E QTS'],['PHY1161 TTH'],[],0
['BIO3405E QTS'],['PHY2004'],[],0
['BIO3405E QTS'],['PHY2004 QTL'],[],0
['BIO3405E QTS'],['PHY2064 TNL'],[],0
['BIO3405E QTS'],['PHY2064E QTL'],[],0
['BIO3405E QTS'],['PHY2206'],[],0
['BIO3405E QTS'],['PHY2302'],[],0
['BIO3405E QTS'],['PHY2302 TNL'],[],0
['BIO3405E QTS'],['PHY2302E QTL'],[],0
['BIO3405E QTS'],['PHY2303 TNL'],[],0
['BIO3405E QTS'],['PHY2304'],[],0
['BIO3405E QTS'],['PHY2304E QTL'],[],0
['BIO3405E QTS'],['PHY2306'],[],0
['BIO3405E QTS'],['PHY2306E QTL'],[],0
['BIO3405E QTS'],['PHY2310'],[],0
['BIO3405E QTS'],['PHY2500'],[],0
['BIO3405E QTS'],['PHY2502'],[],0
['BIO3405E QTS'],['PHY3163'],[],0
['BIO3405E QTS'],['PHY3163 QTL'],[],0
['BIO3405E QTS'],['PHY3167'],[],0
['BIO3405E QTS'],['PHY3301'],[],0
['BIO3405E QTS'],['PHY3302'],[],0
['BIO3405E QTS'],['PHY3303'],[],0
['BIO3405E QTS'],['PHY3314'],[],0
['BIO3405E QTS'],['PHY3346 TNL'],[],0
['BIO3405E QTS'],['PHY3508'],[],0
['BIO3405E QTS'],['PHY3508 TNL'],[],0
['BIO3405E QTS'],['PHY3508E QTL'],[],0
['BIO3405E QTS'],['PHY3605E QTL'],[],0
['BIO3405E QTS'],['PHY3606'],[],0
['BIO3405E QTS'],['PHY3606 TNL'],[],0
['BIO3405E QTS'],['PHY3608'],[],0
['BIO3405E QTS'],['PHY3608 TNL'],[],0
['BIO3405E QTS'],['PHY3608E QTL'],[],0
['BIO3405E QTS'],['PHY3609'],[],0
['BIO3405E QTS'],['PHY3624'],[],0
['BIO3405E QTS'],['POL1001'],"[20006053, 20003659, 20007691, 20000012, 20009837, 20008624, 20006067, 20006357]",8
['BIO3405E QTS'],['SMP1010'],[],0
['BIO3405E QTS'],['SMP1010 CLCRHM'],[],0
['BIO3405E QTS'],['SMP1012'],[],0
['BIO3405E QTS'],['SMP1055'],[],0
['BIO3405E QTS'],['SMP2052'],[],0
['BIO3405E QTS'],['SMP2053'],[],0
['BIO3405E QTS'],['SMP2054'],[],0
['BIO3405E QTS'],['SMP2401 CLCRHM'],[],0
['BIO3405E QTS'],['SMP2701'],[],0
['BIO3504 TNS'],['BIO3701 TNS'],[],0
['BIO3504 TNS'],['BIO3802E CLCCNS'],[],0
['BIO3504 TNS'],['BIO3803E CLCCNS'],[],0
['BIO3504 TNS'],['CHE1048'],[],0
['BIO3504 TNS'],['CHE1048 CLCCNH'],[19006596],1
['BIO3504 TNS'],['CHE1052'],[],0
['BIO3504 TNS'],['CHE1052 CLCCNH'],[19006596],1
['BIO3504 TNS'],['CHE1052 CLCHD'],[],0
['BIO3504 TNS'],['CHE1057'],[],0
['BIO3504 TNS'],['CHE1057 CLCCNS'],[],0
['BIO3504 TNS'],['CHE1057 QTS'],[],0
['BIO3504 TNS'],['CHE1065'],[],0
['BIO3504 TNS'],['CHE1067'],[],0
['BIO3504 TNS'],['CHE1067 CLCHD'],[],0
['BIO3504 TNS'],['CHE1075'],[],0
['BIO3504 TNS'],['CHE1075E CLCHD'],[],0
['BIO3504 TNS'],['CHE1077 TNH'],[],0
['BIO3504 TNS'],['CHE1079'],[],0
['BIO3504 TNS'],['CHE1079 TNH'],[],0
['BIO3504 TNS'],['CHE1079E CLCCNH'],[],0
['BIO3504 TNS'],['CHE1080'],[],0
['BIO3504 TNS'],['CHE1081'],[],0
['BIO3504 TNS'],['CHE1081 CLCCNS'],[],0
['BIO3504 TNS'],['CHE1081 QTS'],[],0
['BIO3504 TNS'],['CHE1081 TNS'],[],0
['BIO3504 TNS'],['CHE1083'],[],0
['BIO3504 TNS'],['CHE1084'],[],0
['BIO3504 TNS'],['CHE1084 TNH'],[],0
['BIO3504 TNS'],['CHE1090'],[],0
['BIO3504 TNS'],['CHE1091'],[],0
['BIO3504 TNS'],['CHE1091 CLCCNH'],[],0
['BIO3504 TNS'],['CHE1095E TTH'],[],0
['BIO3504 TNS'],['CHE1099E TNH'],[],0
['BIO3504 TNS'],['CHE1099E TTH'],[],0
['BIO3504 TNS'],['CHE1129 CLCCNH'],[],0
['BIO3504 TNS'],['CHE1155'],[],0
['BIO3504 TNS'],['CHE2018'],[],0
['BIO3504 TNS'],['CHE2021'],[],0
['BIO3504 TNS'],['CHE2021 CLCCNH'],[],0
['BIO3504 TNS'],['CHE2030E CLCHD'],[],0
['BIO3504 TNS'],['CHE2110 TNH'],[],0
['BIO3504 TNS'],['CHE2110E TTH'],[],0
['BIO3504 TNS'],['CHE2114'],[],0
['BIO3504 TNS'],['CHE2114E CLCHD'],[],0
['BIO3504 TNS'],['CHE2118E TTH'],[],0
['BIO3504 TNS'],['CHE2120E TTH'],[],0
['BIO3504 TNS'],['CHE2121 TNH'],[],0
['BIO3504 TNS'],['CHE2128 TNH'],[],0
['BIO3504 TNS'],['CHE2130 TNH'],[],0
['BIO3504 TNS'],['CHE2130E TTH'],[],0
['BIO3504 TNS'],['CHE2131 TNH'],[],0
['BIO3504 TNS'],['CHE2145E TTH'],[],0
['BIO3504 TNS'],['CHE3045'],[],0
['BIO3504 TNS'],['CHE3045E CLCCNH'],[19006596],1
['BIO3504 TNS'],['CHE3212 TTH'],[],0
['BIO3504 TNS'],['CHE3253'],[],0
['BIO3504 TNS'],['CHE3253 CLCCNH'],[19006596],1
['BIO3504 TNS'],['CHE3254'],[],0
['BIO3504 TNS'],['CHE3254 CLCCNH'],[19006596],1
['BIO3504 TNS'],['CHE3283 CLCHD'],[],0
['BIO3504 TNS'],['CHE3300'],[],0
['BIO3504 TNS'],['CHE3300 CLCHD'],[],0
['BIO3504 TNS'],['CHE3302 CLCHD'],[],0
['BIO3504 TNS'],['E363 TTKHMT'],[],0
['BIO3504 TNS'],['E476 TTKHMT'],[],0
['BIO3504 TNS'],['EVF2007'],[20005102],1
['BIO3504 TNS'],['EVF2032'],[20005102],1
['BIO3504 TNS'],['EVS2017'],[],0
['BIO3504 TNS'],['EVS2109'],[],0
['BIO3504 TNS'],['EVS2301'],[],0
['BIO3504 TNS'],['EVS2301 CLCKHMT'],[],0
['BIO3504 TNS'],['EVS2302'],[],0
['BIO3504 TNS'],['EVS2302 CTĐB'],[],0
['BIO3504 TNS'],['EVS3158'],[],0
['BIO3504 TNS'],['EVS3232'],[],0
['BIO3504 TNS'],['EVS3241'],[],0
['BIO3504 TNS'],['EVS3241 CLCKHMT'],[],0
['BIO3504 TNS'],['EVS3242'],[],0
['BIO3504 TNS'],['EVS3244'],[],0
['BIO3504 TNS'],['EVS3245'],[],0
['BIO3504 TNS'],['EVS3248'],[],0
['BIO3504 TNS'],['EVS3250'],[],0
['BIO3504 TNS'],['EVS3250 CLCKHMT'],[],0
['BIO3504 TNS'],['EVS3287'],[],0
['BIO3504 TNS'],['EVS3402 CTĐB'],[],0
['BIO3504 TNS'],['EVS3409'],[],0
['BIO3504 TNS'],['EVS3453'],[],0
['BIO3504 TNS'],['EVS3455'],[],0
['BIO3504 TNS'],['EVS4071'],[],0
['BIO3504 TNS'],['EVS4071 CLCKHMT'],[],0
['BIO3504 TNS'],['EVS4073'],[],0
['BIO3504 TNS'],['EVS4073 CLCCNKTMT'],[],0
['BIO3504 TNS'],['GEO1050'],"[20006314, 20005420, 20009254]",3
['BIO3504 TNS'],['GEO2016'],[],0
['BIO3504 TNS'],['GEO2025'],[],0
['BIO3504 TNS'],['GEO2059'],[],0
['BIO3504 TNS'],['GEO2110'],[],0
['BIO3504 TNS'],['GEO2300'],[],0
['BIO3504 TNS'],['GEO2304'],[],0
['BIO3504 TNS'],['GEO2319'],[],0
['BIO3504 TNS'],['GEO2320'],[],0
['BIO3504 TNS'],['GEO2400'],[],0
['BIO3504 TNS'],['GEO2404'],[],0
['BIO3504 TNS'],['GEO3119'],[],0
['BIO3504 TNS'],['GEO3143'],[],0
['BIO3504 TNS'],['GEO3209'],[],0
['BIO3504 TNS'],['GEO3219'],[],0
['BIO3504 TNS'],['GEO3224'],[],0
['BIO3504 TNS'],['GEO3237'],[],0
['BIO3504 TNS'],['GEO3263'],[],0
['BIO3504 TNS'],['GEO3265'],[],0
['BIO3504 TNS'],['GEO3266'],[],0
['BIO3504 TNS'],['GEO3269'],[],0
['BIO3504 TNS'],['GEO3270'],[],0
['BIO3504 TNS'],['GEO3304'],[],0
['BIO3504 TNS'],['GEO3305'],[],0
['BIO3504 TNS'],['GEO3360'],[],0
['BIO3504 TNS'],['GEO3400'],[],0
['BIO3504 TNS'],['GEO3402'],[],0
['BIO3504 TNS'],['GEO3403'],[],0
['BIO3504 TNS'],['GLO2038'],[],0
['BIO3504 TNS'],['GLO2056'],[],0
['BIO3504 TNS'],['GLO2069 CLCĐC'],[],0
['BIO3504 TNS'],['GLO2093'],[],0
['BIO3504 TNS'],['GLO2099'],[],0
['BIO3504 TNS'],['GLO3122'],[],0
['BIO3504 TNS'],['GLO3158'],[],0
['BIO3504 TNS'],['GLO3196 CLCĐC'],[],0
['BIO3504 TNS'],['GLO3197 CLCĐC'],[],0
['BIO3504 TNS'],['GLO3198'],[],0
['BIO3504 TNS'],['GLO3228'],[],0
['BIO3504 TNS'],['GLO3229'],[],0
['BIO3504 TNS'],['HIS1001'],"[20009315, 20003622, 20005420, 20009805, 20000590, 20001199, 20005102, 20007092, 20003220, 20008788, 20006075, 20004828, 20000701, 20008511]",14
['BIO3504 TNS'],['HIS1056'],[],0
['BIO3504 TNS'],['HMO2021'],[],0
['BIO3504 TNS'],['HMO2106'],[],0
['BIO3504 TNS'],['HMO2110'],[],0
['BIO3504 TNS'],['HMO2201'],[],0
['BIO3504 TNS'],['HMO3178'],[],0
['BIO3504 TNS'],['HMO3181'],[],0
['BIO3504 TNS'],['HMO3204'],[],0
['BIO3504 TNS'],['HMO3302'],[],0
['BIO3504 TNS'],['HMO3303'],[],0
['BIO3504 TNS'],['HMO3306'],[],0
['BIO3504 TNS'],['HMO3307'],[],0
['BIO3504 TNS'],['HMO3311'],[],0
['BIO3504 TNS'],['HMO3312'],[],0
['BIO3504 TNS'],['HMO3321'],[],0
['BIO3504 TNS'],['HMO3507'],[],0
['BIO3504 TNS'],['HMO3521'],[],0
['BIO3504 TNS'],['HMO3600'],[],0
['BIO3504 TNS'],['HMO3601'],[],0
['BIO3504 TNS'],['HMO3602'],[],0
['BIO3504 TNS'],['HMO3603'],[],0
['BIO3504 TNS'],['HMO3608'],[],0
['BIO3504 TNS'],['HMO3609'],[],0
['BIO3504 TNS'],['HMO3610'],[],0
['BIO3504 TNS'],['HMO3611'],[],0
['BIO3504 TNS'],['K300 TTKHMT'],[],0
['BIO3504 TNS'],['MAT1076'],[],0
['BIO3504 TNS'],['MAT1090'],[],0
['BIO3504 TNS'],['MAT1091'],[20005102],1
['BIO3504 TNS'],['MAT1092'],[20005420],1
['BIO3504 TNS'],['MAT1092 CLCCNH'],[],0
['BIO3504 TNS'],['MAT1092 CLCHD'],[],0
['BIO3504 TNS'],['MAT1092 TTH'],[],0
['BIO3504 TNS'],['MAT1101'],"[19006596, 20003220, 20009254, 20006314, 20005420, 20001199, 20007092, 20009913, 20006075, 20000701, 20003005, 20008511, 20003785, 20009805, 20000590, 20003791, 20002899, 20004828, 20009315, 20005102, 20003445, 20003582]",22
['BIO3504 TNS'],['MAT1192'],[],0
['BIO3504 TNS'],['MAT1192 CLCCNS'],[],0
['BIO3504 TNS'],['MAT1192 QTS'],[],0
['BIO3504 TNS'],['MAT1259 TNS'],"[17006598, 20003220, 20009254, 20003622, 20006314, 20005420, 20001199, 20007092, 20009913, 20006075, 20000701, 20003005, 20008511, 20003785, 20009805, 20000590, 20003791, 20002899, 20008788, 20004828, 20009315, 20005102, 20003445, 20003582]",24
['BIO3504 TNS'],['MAT1292 TNH'],[],0
['BIO3504 TNS'],['MAT1292 TNS'],[],0
['BIO3504 TNS'],['MAT2034'],[],0
['BIO3504 TNS'],['MAT2301'],[],0
['BIO3504 TNS'],['MAT2303'],[],0
['BIO3504 TNS'],['MAT2303 TNT'],[],0
['BIO3504 TNS'],['MAT2306'],[],0
['BIO3504 TNS'],['MAT2308'],[],0
['BIO3504 TNS'],['MAT2310'],[],0
['BIO3504 TNS'],['MAT2311'],[],0
['BIO3504 TNS'],['MAT2311 TNT'],[],0
['BIO3504 TNS'],['MAT2314'],"[20005420, 20000701]",2
['BIO3504 TNS'],['MAT2314 TNT'],[],0
['BIO3504 TNS'],['MAT2317 CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT2318'],[],0
['BIO3504 TNS'],['MAT2321 TNT'],[],0
['BIO3504 TNS'],['MAT2403'],"[20006075, 20008511]",2
['BIO3504 TNS'],['MAT2403 CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT2406'],"[20005420, 20000701]",2
['BIO3504 TNS'],['MAT2407'],[],0
['BIO3504 TNS'],['MAT2407 TNT'],[],0
['BIO3504 TNS'],['MAT2411E CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT2502'],[],0
['BIO3504 TNS'],['MAT2502 CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT3101 TNT'],[],0
['BIO3504 TNS'],['MAT3300'],[],0
['BIO3504 TNS'],['MAT3300 TNT'],[],0
['BIO3504 TNS'],['MAT3301'],[],0
['BIO3504 TNS'],['MAT3305'],[],0
['BIO3504 TNS'],['MAT3306'],[],0
['BIO3504 TNS'],['MAT3318 TNT'],[],0
['BIO3504 TNS'],['MAT3322 TNT'],[],0
['BIO3504 TNS'],['MAT3340 TNT'],[],0
['BIO3504 TNS'],['MAT3344'],[],0
['BIO3504 TNS'],['MAT3344 TNT'],[],0
['BIO3504 TNS'],['MAT3347'],[],0
['BIO3504 TNS'],['MAT3365'],[],0
['BIO3504 TNS'],['MAT3373'],[20008511],1
['BIO3504 TNS'],['MAT3373E CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT3379'],[20006075],1
['BIO3504 TNS'],['MAT3452'],[],0
['BIO3504 TNS'],['MAT3500'],[],0
['BIO3504 TNS'],['MAT3500 CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT3506'],[],0
['BIO3504 TNS'],['MAT3507'],"[20005420, 20000701]",2
['BIO3504 TNS'],['MAT3509'],[],0
['BIO3504 TNS'],['MAT3514'],"[20006075, 20000701, 20008511]",3
['BIO3504 TNS'],['MAT3517E CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT3525'],[],0
['BIO3504 TNS'],['MAT3533'],[],0
['BIO3504 TNS'],['MAT3533 CLCMTKHTT'],[],0
['BIO3504 TNS'],['MAT3535 CLCMTKHTT'],[],0
