MSV,classCode,subjectCode
21004222,"['PHY1113 2', 'PHY2302 2', 'PHY1108 8QTL', 'PHY1020 2']","['PHY1108 QTL', 'PHY1020', 'PHY2302', 'PHY1113']"
21004223,"['MAT1101 3', 'MAT1192 3', 'GLO2093', 'GEO2059 1']","['GLO2093', 'MAT1101', 'MAT1192', 'GEO2059']"
21004235,"['CHE1080 5', 'MAT1091 4', 'PHY1100 7', 'GEO2300 4']","['CHE1080', 'GEO2300', 'MAT1091', 'PHY1100']"
21004242,"['HIS1056 3', 'PHI1002 8', 'PHY1103 2', 'MAT1101 11', 'MAT1092 1']","['HIS1056', 'MAT1101', 'MAT1092', 'PHI1002', 'PHY1103']"
21004245,"['PHY2302 6', 'PHY1108 7', 'PHY2500 3', 'PHY1020 2']","['PHY1108', 'PHY1020', 'PHY2500', 'PHY2302']"
21004257,"['MAT2301 1', 'MAT1092 5', 'MAT1101 11', 'PHI1002 2']","['MAT2301', 'MAT1101', 'PHI1002', 'MAT1092']"
21004259,"['MAT1091 1', 'CHE1080 3', 'GEO3209']","['CHE1080', 'MAT1091', 'GEO3209']"
21004264,"['CHE1052 3CLCCNH', 'PHY1103 16CLCCNH', 'GEO1050 2', 'MAT1092 8CLCCNH']","['MAT1092 CLCCNH', 'GEO1050', 'PHY1103 CLCCNH', 'CHE1052 CLCCNH']"
21004265,"['GEO1050 6', 'CHE1052 2CLCCNH', 'MAT1092 9CLCCNH', 'PHY1103 14CLCMTKHTT']","['PHY1103 CLCMTKHTT', 'MAT1092 CLCCNH', 'GEO1050', 'CHE1052 CLCCNH']"
21004270,"['MAT2303 2', 'MAT2301 2', 'MAT1076', 'PHY1020 3', 'HIS1056 7']","['HIS1056', 'PHY1020', 'MAT1076', 'MAT2301', 'MAT2303']"
21004273,"['CHE1052 2CLCCNH', 'PHY1103 16CLCCNH', 'GEO1050 2', 'MAT1092 8CLCCNH', 'CHE1129 CLCCNH']","['PHY1103 CLCCNH', 'CHE1052 CLCCNH', 'GEO1050', 'MAT1092 CLCCNH', 'CHE1129 CLCCNH']"
21004276,"['MAT1091 3', 'HIS1056 6', 'GEO2300 4', 'GEO3237', 'PHY1100 7']","['HIS1056', 'PHY1100', 'MAT1091', 'GEO3237', 'GEO2300']"
21004278,"['POL1001 8', 'MAT1092 6', 'PHY1103 5', 'HMO3600', 'GEO1050 4']","['GEO1050', 'POL1001', 'MAT1092', 'HMO3600', 'PHY1103']"
21004280,"['MAT1192 5CLCCNS', 'PHY1103 16CLCCNH', 'MAT1101 7', 'BIO2045E 1CLCCNS', 'BIO2403E 5CLCCNS', 'CHE1081 5']","['MAT1101', 'PHY1103 CLCCNH', 'MAT1192 CLCCNS', 'BIO2403E CLCCNS', 'BIO2045E CLCCNS', 'CHE1081']"
21004284,"['MAT1092 6', 'HMO3600', 'HIS1056 8', 'PHY1103 4']","['HIS1056', 'HMO3600', 'PHY1103', 'MAT1092']"
21004287,"['CHE1052 4CLCHD', 'GEO1050 6', 'PHY1103 18CLCHD', 'MAT1092 10CLCHD']","['PHY1103 CLCHD', 'CHE1052 CLCHD', 'GEO1050', 'MAT1092 CLCHD']"
21004298,"['CHE1080 2', 'PHY1100 11', 'MAT1091 5', 'GEO2300 4']","['CHE1080', 'GEO2300', 'MAT1091', 'PHY1100']"
21004299,"['MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'GEO1050 3']","['GEO1050', 'MAT2502 CLCMTKHTT', 'MAT2317 CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21004300,"['MAT1091 3', 'PHY3624 3', 'PHY1103 6', 'GEO2300 4', 'GEO3237', 'PHY1113 6', 'PHY1100 7']","['PHY1100', 'PHY1113', 'PHY3624', 'MAT1091', 'GEO3237', 'GEO2300', 'PHY1103']"
21004304,"['PHY1108 5', 'GEO1050 1', 'PHY1113 3', 'HIS1056 2', 'PHY2302 4']","['HIS1056', 'PHY2302', 'PHY1113', 'GEO1050', 'PHY1108']"
21004308,"['PHI1002 8', 'PHY2302 6', 'PHY1108 7', 'PHY1020 1', 'MAT2318 2']","['PHY2302', 'PHY1020', 'MAT2318', 'PHY1108', 'PHI1002']"
21004316,"['BIO2403E 4CLCCNS', 'BIO2045E 3CLCCNS', 'CHE1081 13CLCCNS', 'MAT1192 7CLCCNS', 'BIO3178 9CLCCNS']","['MAT1192 CLCCNS', 'BIO2403E CLCCNS', 'BIO2045E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS']"
21004319,"['PHY2500 2', 'PHY1020 1', 'PHY2302 3', 'PHY1108 8QTL']","['PHY1020', 'PHY2500', 'PHY2302', 'PHY1108 QTL']"
21004342,"['EVS3402 CTĐB', 'PHY1100E CLCCNKTMT', 'PHY1020 1', 'CHE1081 10', 'EVS2302 5CTĐB', 'MAT1092 1']","['PHY1020', 'EVS3402 CTĐB', 'MAT1092', 'PHY1100E CLCCNKTMT', 'CHE1081', 'EVS2302 CTĐB']"
21004345,"['CHE1052 5CLCHD', 'GEO1050 2', 'MAT1092 11CLCHD', 'PHY1103 19CLCHD']","['PHY1103 CLCHD', 'CHE1052 CLCHD', 'GEO1050', 'MAT1092 CLCHD']"
21004348,"['BIO3201 4', 'MAT1091 7', 'CHE1057 4', 'PHY1103 5', 'HIS1056 4']","['HIS1056', 'MAT1091', 'BIO3201', 'PHY1103', 'CHE1057']"
21004357,"['PHY1100 9', 'PHY1020 1', 'MAT2502 1']","['MAT2502', 'PHY1020', 'PHY1100']"
21004359,"['PHI1002 3', 'MAT1101 14', 'PHY1103 10', 'CHE1081 8', 'PHY1020 3', 'BIO2202 5']","['MAT1101', 'PHY1020', 'CHE1081', 'BIO2202', 'PHI1002', 'PHY1103']"
21004362,"['PHY1113 1', 'PHY2302 3', 'PHY1108 6', 'HIS1056 7']","['PHY1108', 'HIS1056', 'PHY2302', 'PHY1113']"
21004364,"['MAT1091 1', 'CHE1080 2', 'MAT1090 2']","['CHE1080', 'MAT1091', 'MAT1090']"
21004366,"['EVS3402 CTĐB', 'PHY1100E CLCCNKTMT', 'CHE1081 10', 'EVS2302 5CTĐB', 'MAT1092 3', 'HIS1056 7']","['HIS1056', 'EVS3402 CTĐB', 'MAT1092', 'PHY1100E CLCCNKTMT', 'CHE1081', 'EVS2302 CTĐB']"
21004369,"['PHY1103 11', 'MAT1192 1', 'HIS1056 6', 'GLO2038 2', 'PHY1100 1', 'MAT1101 11']","['HIS1056', 'MAT1101', 'MAT1192', 'PHY1100', 'GLO2038', 'PHY1103']"
21004373,"['HIS1056 6', 'GEO1050 2', 'PHY1103 19CLCHD', 'MAT1092 11CLCHD', 'CHE1052 5CLCHD']","['PHY1103 CLCHD', 'HIS1056', 'MAT1092 CLCHD', 'CHE1052 CLCHD', 'GEO1050']"
21004382,"['PHY1100 1', 'GEO1050 3', 'MAT2303 4', 'MAT2301 4']","['MAT2301', 'GEO1050', 'MAT2303', 'PHY1100']"
21004386,"['PHY1113 5', 'PHY1108 2', 'PHY2302 2', 'PHY1020 1']","['PHY1108', 'PHY1020', 'PHY2302', 'PHY1113']"
21004390,"['PHY1113 1', 'PHY1020 4CTĐB', 'PHY1108 8QTL', 'PHY2302 4']","['PHY1108 QTL', 'PHY1020 CTĐB', 'PHY2302', 'PHY1113']"
21004397,"['MAT1092 2', 'EVS2302 1', 'EVS3245 2', 'CHE1081 7', 'PHY1100 14']","['PHY1100', 'EVS3245', 'MAT1092', 'EVS2302', 'CHE1081']"
21004400,"['MAT3500 2', 'PHY1100 12', 'MAT2502 1']","['MAT2502', 'MAT3500', 'PHY1100']"
21004404,"['PHY1113 3', 'PHY1108 4', 'PHY1020 3', 'PHY2302 4']","['PHY1108', 'PHY1020', 'PHY2302', 'PHY1113']"
21004410,"['PHY1113 3', 'GEO2300 4', 'PHY1108 4', 'MAT1091 4', 'PHY2302 4', 'PHY1100 7', 'CHE1080 1', 'PHY1020 3', 'HIS1056 7']","['HIS1056', 'PHY2302', 'PHY1113', 'PHY1100', 'PHY1020', 'MAT1091', 'PHY1108', 'CHE1080', 'GEO2300']"
21004416,"['MAT3500 2', 'PHY1100 7', 'MAT2502 2', 'PHY1020 3']","['MAT2502', 'PHY1020', 'MAT3500', 'PHY1100']"
21004418,"['BIO3263 TNS', 'CHE1081 15TNS', 'HIS1056 6', 'MAT1292 2TNS', 'PHY1161 1CTĐB', 'GEO1050 3']","['BIO3263 TNS', 'HIS1056', 'GEO1050', 'MAT1292 TNS', 'PHY1161 CTĐB', 'CHE1081 TNS']"
21004437,"['MAT1076', 'MAT2301 1', 'MAT2303 1', 'HIS1056 1']","['MAT1076', 'HIS1056', 'MAT2301', 'MAT2303']"
21004443,"['EVS2302 1', 'MAT1092 7', 'HIS1001 7', 'EVS3245 2', 'CHE1081 3', 'PHY1100 4']","['PHY1100', 'EVS3245', 'EVS2302', 'CHE1081', 'MAT1092', 'HIS1001']"
21004453,"['MAT3500 2', 'PHY1100 12', 'MAT2502 1']","['MAT2502', 'MAT3500', 'PHY1100']"
21004462,"['GLO2093', 'MAT1192 2', 'GEO2059 3']","['GLO2093', 'MAT1192', 'GEO2059']"
21004472,"['GLO3158', 'MAT1192 1', 'MAT1101 1', 'GLO2038 2', 'MNS1052', 'HIS1056 7']","['GLO3158', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'GLO2038']"
21004477,"['POL1001 6', 'MAT1101 6', 'CHE1052', 'PHY1103 10', 'MAT1092 1', 'HIS1056 2']","['HIS1056', 'MAT1101', 'POL1001', 'CHE1052', 'MAT1092', 'PHY1103']"
21004481,"['PHY2302 6', 'PHY1108 7', 'PHY1020 1', 'PHY2500 1']","['PHY1108', 'PHY1020', 'PHY2500', 'PHY2302']"
21004489,"['CHE1081 1', 'EVS3402 CTĐB', 'PHY1100E CLCCNKTMT', 'MAT1092 6', 'EVS2302 5CTĐB']","['EVS3402 CTĐB', 'MAT1092', 'PHY1100E CLCCNKTMT', 'CHE1081', 'EVS2302 CTĐB']"
21004492,"['MAT1076', 'MAT2301 2', 'PHY1020 4CTĐB', 'MAT2303 2']","['MAT1076', 'MAT2301', 'PHY1020 CTĐB', 'MAT2303']"
21004495,"['PHI1002 12', 'MAT1092 2', 'MAT1101 10', 'PHY1103 7', 'HIS1056 4']","['HIS1056', 'MAT1101', 'MAT1092', 'PHI1002', 'PHY1103']"
21004496,"['MAT1192 1', 'PHY1100 13', 'MAT1101 1', 'GEO1050 2', 'GLO2038 2', 'MNS1052', 'POL1001 7']","['MAT1101', 'MAT1192', 'PHY1100', 'GEO1050', 'POL1001', 'MNS1052', 'GLO2038']"
21004511,"['MAT2301 2', 'MAT2303 2', 'HIS1056 7']","['MAT2301', 'MAT2303', 'HIS1056']"
21004513,"['GEO3402 2', 'HIS1056 10', 'MAT1091 2', 'GEO2400 1', 'GEO2404 1', 'GEO2300 3']","['HIS1056', 'GEO3402', 'GEO2404', 'GEO2400', 'MAT1091', 'GEO2300']"
21004514,"['PHY1100 1', 'GEO1050 5', 'MAT2303 4', 'MAT2301 4']","['MAT2301', 'GEO1050', 'MAT2303', 'PHY1100']"
21004520,"['MAT2303 3', 'MAT2301 3', 'GEO1050 3']","['MAT2301', 'GEO1050', 'MAT2303']"
21004525,"['MAT2502 2', 'MAT3500 1']","['MAT2502', 'MAT3500']"
21004529,"['CHE1081 14QTS', 'PHY1103 15QTS', 'GEO1050 5', 'MAT1192 8QTS', 'BIO3400E 1QTS']","['CHE1081 QTS', 'GEO1050', 'MAT1192 QTS', 'BIO3400E QTS', 'PHY1103 QTS']"
21004537,"['PHY1106 QTL', 'PHY1113 8TNL', 'PHY1020 4CTĐB', 'PHY2302E QTL', 'PHY1108 8QTL']","['PHY1106 QTL', 'PHY1108 QTL', 'PHY2302E QTL', 'PHY1020 CTĐB', 'PHY1113 TNL']"
21004542,"['BIO2045E 3CLCCNS', 'BIO2403E 8CLCCNS', 'CHE1081 14QTS', 'PHY1103 15QTS', 'MAT1192 5CLCCNS', 'HIS1056 6', 'BIO3178 6CLCCNS', 'MAT1192 8QTS', 'BIO3400E 1QTS', 'CHE1081 11CLCCNS', 'PHI1002 4']","['HIS1056', 'MAT1192 CLCCNS', 'CHE1081 QTS', 'BIO2403E CLCCNS', 'BIO2045E CLCCNS', 'MAT1192 QTS', 'BIO3178 CLCCNS', 'BIO3400E QTS', 'PHI1002', 'PHY1103 QTS', 'CHE1081 CLCCNS']"
21004547,"['CHE1081 9', 'HIS1056 1', 'MAT1101 7', 'PHY1103 10', 'BIO2202 4']","['HIS1056', 'MAT1101', 'BIO2202', 'CHE1081', 'PHY1103']"
21004555,"['BIO2403E 8CLCCNS', 'MAT1192 5CLCCNS', 'HIS1056 6', 'PHY1100 13', 'BIO2045E 1CLCCNS', 'MAT1091 8', 'GEO2304', 'BIO3178 2CLCCNS', 'GEO3237', 'GEO2300 2', 'CHE1081 11CLCCNS']","['HIS1056', 'MAT1192 CLCCNS', 'PHY1100', 'BIO2403E CLCCNS', 'BIO2045E CLCCNS', 'MAT1091', 'BIO3178 CLCCNS', 'GEO2304', 'GEO3237', 'GEO2300', 'CHE1081 CLCCNS']"
21004560,"['MAT1091 1', 'GEO3402 1', 'GEO2300 3', 'HIS1056 4', 'GEO2404 1', 'GEO2400 2']","['GEO3402', 'HIS1056', 'GEO2300', 'GEO2400', 'MAT1091', 'GEO2404']"
21004565,"['PHY1113 8TNL', 'PHY1020 4CTĐB', 'PHY2302 8TNL', 'PHI1002 8', 'PHY1012 TNL', 'PHY2303 TNL']","['PHY1012 TNL', 'PHI1002', 'PHY2303 TNL', 'PHY1020 CTĐB', 'PHY1113 TNL', 'PHY2302 TNL']"
21004575,"['PHY1103 16CLCCNH', 'GEO1050 2', 'MAT1092 8CLCCNH', 'CHE1052 3CLCCNH']","['GEO1050', 'PHY1103 CLCCNH', 'CHE1052 CLCCNH', 'MAT1092 CLCCNH']"
21004580,"['MAT2317 5CLCMTKHTT', 'GEO1050 3', 'MAT3500 4CLCMTKHTT', 'MAT2502 5CLCMTKHTT']","['GEO1050', 'MAT2502 CLCMTKHTT', 'MAT2317 CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21004586,"['HIS1056 1', 'MAT1091 7', 'GEO2400 1', 'GEO3402 1', 'GEO2404 1', 'GEO2300 3']","['GEO3402', 'HIS1056', 'GEO2404', 'GEO2400', 'MAT1091', 'GEO2300']"
21004590,"['MAT1092 10CLCHD', 'MAT1192 1', 'POL1001 3', 'MAT1101 1', 'GEO1050 6', 'MNS1052', 'PHY1103 19CLCHD', 'CHE1052 3CLCCNH', 'PHY1100 1', 'GEO1050 5', 'GLO2038 1', 'HIS1056 4']","['PHY1103 CLCHD', 'HIS1056', 'MAT1101', 'MAT1092 CLCHD', 'MAT1192', 'CHE1052 CLCCNH', 'PHY1100', 'GEO1050', 'POL1001', 'MNS1052', 'GLO2038']"
21004591,"['PHY1106 QTL', 'PHY1020 4CTĐB', 'MAT2301 4', 'GEO1050 5', 'MAT2303 4', 'PHY2302E QTL', 'POL1001 6', 'PHY1108 8QTL', 'PHI1002 4']","['PHY1106 QTL', 'PHY1108 QTL', 'GEO1050', 'POL1001', 'PHY1020 CTĐB', 'PHI1002', 'PHY2302E QTL', 'MAT2301', 'MAT2303']"
21004592,"['PHY1103 11', 'MAT1101 5', 'PHI1002 8', 'BIO2202 7', 'CHE1081 6']","['MAT1101', 'BIO2202', 'CHE1081', 'PHI1002', 'PHY1103']"
21004599,"['MAT1192 1', 'GLO2038 2', 'GEO1050 6', 'MNS1052', 'PHY1100 1', 'POL1001 7', 'MAT1101 11']","['MAT1101', 'MAT1192', 'PHY1100', 'GEO1050', 'POL1001', 'MNS1052', 'GLO2038']"
21004602,"['MAT1076', 'MAT2301 1', 'MAT2303 1', 'PHY1020 3']","['MAT1076', 'MAT2301', 'PHY1020', 'MAT2303']"
21004603,"['MAT1192 1', 'GLO2038 2', 'MNS1052', 'PHI1002 9', 'MAT1101 9', 'PHY1100 7']","['MAT1101', 'MAT1192', 'PHY1100', 'MNS1052', 'GLO2038', 'PHI1002']"
21004604,"['PHY1103 16CLCCNH', 'CHE1052 2CLCCNH', 'MAT1092 9CLCCNH', 'CHE1129 CLCCNH']","['PHY1103 CLCCNH', 'MAT1092 CLCCNH', 'CHE1052 CLCCNH', 'CHE1129 CLCCNH']"
21004613,"['CHE1052 2CLCCNH', 'CHE1081 9', 'PHY1103 16CLCCNH', 'GEO1050 2', 'EVS3402 CTĐB', 'MAT1092 8CLCCNH', 'PHY1100E CLCCNKTMT', 'EVS2302 5CTĐB', 'MAT1092 1', 'HIS1056 7']","['HIS1056', 'PHY1103 CLCCNH', 'CHE1052 CLCCNH', 'GEO1050', 'EVS3402 CTĐB', 'MAT1092', 'PHY1100E CLCCNKTMT', 'CHE1081', 'MAT1092 CLCCNH', 'EVS2302 CTĐB']"
21004615,"['MAT1091 7', 'GEO2300 1', 'GEO2400 1', 'GEO3402 1', 'GEO2404 1']","['GEO3402', 'GEO2300', 'GEO2400', 'MAT1091', 'GEO2404']"
21004620,"['PHY1100 2', 'MAT2303 4', 'MAT2301 4']","['MAT2301', 'MAT2303', 'PHY1100']"
21004630,"['PHY1113 2', 'PHY2302 6', 'PHY1108 3']","['PHY1108', 'PHY2302', 'PHY1113']"
21004637,"['PHY1100 7', 'MAT2502 2', 'PHY1020 3']","['MAT2502', 'PHY1020', 'PHY1100']"
21004644,"['GEO3403', 'GEO3400', 'MAT1091 8', 'GEO2400 1', 'GEO2300 3', 'HIS1056 2']","['HIS1056', 'GEO3403', 'GEO3400', 'GEO2400', 'MAT1091', 'GEO2300']"
21004650,"['MAT2502 4CLCMTKHTT', 'MAT2317 4CLCMTKHTT', 'MAT3500 3CLCMTKHTT', 'GEO1050 4', 'HIS1056 2']","['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'GEO1050', 'MAT2502 CLCMTKHTT']"
21004654,"['CHE1081 14QTS', 'PHY1103 15QTS', 'MAT1192 8QTS', 'GEO1050 4', 'BIO3400E 1QTS']","['CHE1081 QTS', 'GEO1050', 'MAT1192 QTS', 'BIO3400E QTS', 'PHY1103 QTS']"
21004658,"['CHE1080 3', 'HIS1056 1', 'PHY1100 13', 'GEO2300 1', 'MAT1091 4']","['HIS1056', 'PHY1100', 'MAT1091', 'CHE1080', 'GEO2300']"
21004659,"['PHY1108 5', 'PHY2304 2', 'PHY1020 1', 'PHY2302 2', 'PHY1113 6', 'PHY2302 7', 'PHY1108 3', 'PHY1020 3']","['PHY2302', 'PHY1113', 'PHY1020', 'PHY1108', 'PHY2304']"
21004662,"['PHY1161 2TTH', 'CHE1095E TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 7', 'CHE1099E 2TTH']","['HIS1056', 'CHE1095E TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'CHE1099E TTH']"
21004665,"['HIS1056 5', 'MAT1091 5', 'GEO2300 4', 'PHY1100 9', 'CHE1080 1']","['HIS1056', 'PHY1100', 'MAT1091', 'CHE1080', 'GEO2300']"
21004680,"['MAT1091 7', 'GEO2400 1', 'GEO3402 1', 'GEO2404 1', 'GEO2300 3']","['GEO3402', 'GEO2300', 'GEO2400', 'MAT1091', 'GEO2404']"
21004691,"['PHI1002 12', 'MAT1092 2', 'EVS3402 CTĐB', 'PHY1100E CLCCNKTMT', 'CHE1081 10', 'EVS2302 5CTĐB', 'HIS1056 4']","['HIS1056', 'EVS3402 CTĐB', 'MAT1092', 'CHE1081', 'PHY1100E CLCCNKTMT', 'PHI1002', 'EVS2302 CTĐB']"
21004693,"['MAT1091 1', 'CHE1080 4', 'POL1001 8', 'GEO2300 4', 'PHY1100 7']","['PHY1100', 'POL1001', 'MAT1091', 'CHE1080', 'GEO2300']"
21004702,"['CHE1081 12CLCCNS', 'MAT1192 6CLCCNS', 'BIO2045E 2CLCCNS', 'BIO3178 3CLCCNS', 'BIO2403E 3CLCCNS', 'PHY1103 1']","['MAT1192 CLCCNS', 'BIO2403E CLCCNS', 'BIO2045E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'PHY1103']"
21004709,"['GEO3402 2', 'GEO3400', 'MAT1091 8', 'GEO2400 1', 'GEO2300 3']","['GEO3402', 'GEO3400', 'GEO2400', 'MAT1091', 'GEO2300']"
21004711,"['HIS1056 10', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'MAT2317 6CLCMTKHTT', 'PHY1100 11']","['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1100', 'MAT2502 CLCMTKHTT']"
21004715,"['HIS1056 3', 'BIO2202 6', 'HIS1001 7', 'MAT1101 3', 'CHE1081 6']","['HIS1056', 'MAT1101', 'CHE1081', 'BIO2202', 'HIS1001']"
21004717,"['MAT2502 7', 'PHY1100 1']","['MAT2502', 'PHY1100']"
21004719,"['EVS2302 2', 'MAT1101 13', 'EVS3245 1']","['EVS3245', 'MAT1101', 'EVS2302']"
21004721,"['PHY1108 5', 'PHY2302 6', 'PHY1020 1', 'PHY2500 3']","['PHY1108', 'PHY1020', 'PHY2500', 'PHY2302']"
21004728,"['PHY1100 10', 'GEO1050 4', 'MAT2502 2']","['MAT2502', 'GEO1050', 'PHY1100']"
21004730,"['MAT1101 6', 'CHE1052', 'CHE1083', 'PHY1103 10', 'MAT1092 1', 'PHI1002 4']","['MAT1101', 'MAT1092', 'CHE1083', 'CHE1052', 'PHI1002', 'PHY1103']"
21004733,"['HIS1001 6', 'PHY1020 2', 'PHY1108 6', 'PHY2302 7', 'CHE1080 1']","['PHY2302', 'PHY1020', 'PHY1108', 'CHE1080', 'HIS1001']"
21004738,"['MAT1091 1', 'CHE1080 3', 'PHY1020 4CTĐB', 'PHY1100 13', 'GEO2300 1']","['PHY1100', 'MAT1091', 'CHE1080', 'GEO2300', 'PHY1020 CTĐB']"
21004739,"['PHY1103 11', 'BIO2202 7', 'HIS1056 10', 'CHE1081 4', 'MAT1101 12']","['HIS1056', 'MAT1101', 'CHE1081', 'PHY1103', 'BIO2202']"
21004744,"['MAT3500 2', 'PHY1100 9', 'MAT2502 2', 'GEO1050 1']","['MAT2502', 'GEO1050', 'MAT3500', 'PHY1100']"
21004746,"['PHY1113 2', 'GEO1050 2', 'PHY2302 3', 'HIS1056 7']","['HIS1056', 'GEO1050', 'PHY2302', 'PHY1113']"
21004748,"['CHE1052 2CLCCNH', 'MAT1092 5', 'EVS3248', 'MAT1092 9CLCCNH', 'PHY1103 14CLCMTKHTT', 'EVS3409', 'GEO1050 6', 'EVS2302 5CTĐB', 'HIS1056 7']","['HIS1056', 'CHE1052 CLCCNH', 'PHY1103 CLCMTKHTT', 'EVS3248', 'GEO1050', 'EVS3409', 'MAT1092', 'MAT1092 CLCCNH', 'EVS2302 CTĐB']"
21004751,"['GEO3270', 'GEO3263', 'GEO3269', 'GEO2025']","['GEO3270', 'GEO3263', 'GEO3269', 'GEO2025']"
21004760,"['PHY2500 3', 'MAT2318 1', 'PHY1108 2', 'PHY1020 1', 'PHY2302 7']","['PHY2500', 'PHY2302', 'PHY1020', 'MAT2318', 'PHY1108']"
21004765,"['POL1001 1', 'MAT1192 2', 'MNS1052', 'GLO2099 1', 'PHY1100 1', 'GEO1050 5', 'GLO2038 1', 'MAT1101 11']","['MAT1101', 'MAT1192', 'PHY1100', 'GEO1050', 'POL1001', 'MNS1052', 'GLO2099', 'GLO2038']"
21004771,"['CHE1080 3', 'HIS1056 1', 'PHY1100 13', 'GEO2300 1', 'MAT1091 4']","['HIS1056', 'PHY1100', 'MAT1091', 'CHE1080', 'GEO2300']"
21004781,"['MAT1076', 'PHI1002 11', 'MAT2303 5TNT', 'MAT2321 TNT']","['MAT1076', 'MAT2321 TNT', 'PHI1002', 'MAT2303 TNT']"
21004786,"['CHE2110E TTH', 'PHY1161 2TTH', 'CHE1095E TTH', 'MAT1101 7', 'HIS1056 10', 'MAT1092 7', 'HMO2106', 'HMO2021', 'CHE2118E TTH', 'MAT1092 12TTH', 'PHY1103 5', 'GEO1050 4', 'CHE1099E 2TTH']","['HIS1056', 'CHE2110E TTH', 'MAT1101', 'MAT1092 TTH', 'CHE1095E TTH', 'GEO1050', 'HMO2106', 'HMO2021', 'MAT1092', 'CHE2118E TTH', 'PHY1161 TTH', 'PHY1103', 'CHE1099E TTH']"
21004795,"['PHY1100 12', 'PHY1020 4CTĐB', 'CHE1080 4', 'MAT1091 5', 'HIS1056 4']","['HIS1056', 'PHY1100', 'MAT1091', 'CHE1080', 'PHY1020 CTĐB']"
21004797,"['MAT2303 3', 'HIS1056 5', 'MAT2301 3', 'PHY1103 5']","['HIS1056', 'MAT2301', 'MAT2303', 'PHY1103']"
21004798,"['BIO2202 7', 'MAT1101 7', 'CHE1081 4', 'PHY1103 1', 'HIS1056 4']","['HIS1056', 'MAT1101', 'BIO2202', 'CHE1081', 'PHY1103']"
21004807,"['GEO1050 1', 'PHY2302 3', 'MAT1076', 'MAT2301 1', 'PHY1108 3', 'MAT2303 1', 'PHY1020 3', 'HIS1056 7']","['HIS1056', 'PHY2302', 'PHY1020', 'GEO1050', 'PHY1108', 'MAT1076', 'MAT2301', 'MAT2303']"
21004813,"['GEO1050 5', 'MAT2303 4', 'MAT2301 4']","['MAT2301', 'GEO1050', 'MAT2303']"
21004822,"['MAT1091 7', 'MAT1091 5', 'GEO2304', 'PHY1100 1', 'CHE1080 2', 'PHY1100 14', 'GEO2300 2', 'GEO2300 3', 'HIS1056 2']","['HIS1056', 'PHY1100', 'MAT1091', 'GEO2304', 'CHE1080', 'GEO2300']"
21004824,"['PHY2500 2', 'PHY1108 6', 'PHY1020 3', 'PHY2302 4']","['PHY1108', 'PHY1020', 'PHY2500', 'PHY2302']"
21004826,"['PHY1020 2', 'MAT3500 4CLCMTKHTT', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'PHY1108 2', 'PHY2302 2', 'PHY1113 6', 'PHI1002 2']","['MAT2317 CLCMTKHTT', 'PHY2302', 'PHY1113', 'MAT3500 CLCMTKHTT', 'PHY1020', 'PHY1108', 'PHI1002', 'MAT2502 CLCMTKHTT']"
21004827,"['CHE2110E TTH', 'PHY1161 2TTH', 'CHE1095E TTH', 'MAT1092 12TTH', 'PHI1002 7', 'CHE1099E 2TTH']","['CHE2110E TTH', 'CHE1095E TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'CHE1099E TTH']"
21004828,"['PHY1106 QTL', 'HIS1056 3', 'PHY1113 8TNL', 'HIS1001 2', 'PHY1020 4CTĐB', 'MAT1101 10', 'PHY2302E QTL', 'PHY1103 7', 'MAT1092 3', 'PHY1108 8QTL', 'HIS1056 4']","['PHY1106 QTL', 'HIS1056', 'MAT1101', 'PHY1108 QTL', 'MAT1092', 'PHY2302E QTL', 'PHY1020 CTĐB', 'PHY1113 TNL', 'PHY1103', 'HIS1001']"
21004836,"['CHE2110 2TNH', 'CHE1077 TNH', 'MAT1292 1TNH', 'PHY1161 1CTĐB', 'CHE1099E 1TNH', 'GEO1050 4']","['CHE1077 TNH', 'MAT1292 TNH', 'CHE2110 TNH', 'GEO1050', 'CHE1099E TNH', 'PHY1161 CTĐB']"
21004839,"['HIS1056 6', 'GEO2300 4', 'MAT1091 4', 'PHY1100 7', 'CHE1080 1']","['HIS1056', 'PHY1100', 'MAT1091', 'CHE1080', 'GEO2300']"
21004854,"['MAT1091 5', 'GEO3209', 'MAT1090 1']","['MAT1090', 'MAT1091', 'GEO3209']"
